object_name,kepler_name,disposition,koi_pdisposition,orbital_period,transit_depth,planet_radius,koi_teq,koi_insol,stellar_teff,stellar_radius,koi_smass,koi_slogg,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,impact_parameter,transit_duration,koi_ingress,koi_dor,source,tid,toipfx,st_tmag,st_logg,st_dist,toi_created,ra,dec,pl_name,pl_letter,pl_eqt,st_mass
3558.01,,PC,,,,,,,5866.0,1.34,,,,,,,,,,,TESS,195750008.0,3558.0,13.2016,4.21,772.831,2021-06-23 15:11:42,314.577184,36.440693,,,,
3559.01,,PC,,,,,,,9339.0,1.5968,,,,,,,,,,,TESS,184468386.0,3559.0,11.5948,4.41,813.322,2021-06-23 15:11:42,296.381383,39.959925,,,,
356.01,,PC,,,,,,,5499.0,1.5989701,,,,,,,,,,,TESS,369336146.0,356.0,13.0524,4.01,835.557,2018-12-20 19:43:30,6.070055,-37.222035,,,,
3794.01,,FA,,,,,,,6269.0,1.35,,,,,,,,,,,TESS,416539317.0,3794.0,12.4091,4.26,645.718,2021-06-23 15:20:14,126.849751,64.765253,,,,
3795.01,,FP,,,,,,,6205.0,1.01,,,,,,,,,,,TESS,253030300.0,3795.0,12.2361,4.51,439.841,2021-06-23 15:20:14,98.732441,49.676574,,,,
3796.01,,FP,,,,,,,5279.0,0.86,,,,,,,,,,,TESS,393251073.0,3796.0,11.6387,4.52,216.16,2021-06-23 15:20:14,115.508868,61.574659,,,,
3797.01,,PC,,,,,,,5973.8,1.21,,,,,,,,,,,TESS,252912175.0,3797.0,11.7983,4.31,400.069,2021-06-23 15:20:14,104.840901,48.30288,,,,
3798.01,,PC,,,,,,,5573.0,1.07552,,,,,,,,,,,TESS,22683951.0,3798.0,12.7739,4.37,488.429,2021-06-23 15:20:14,124.114906,47.021989,,,,
3799.01,,FP,,,,,,,5236.1,0.824569,,,,,,,,,,,TESS,373614579.0,3799.0,12.7085,4.55,328.06,2021-06-23 15:20:15,114.188526,44.051536,,,,
380.01,,PC,,,,,,,5227.0,1.0,,,,,,,,,,,TESS,100014359.0,380.0,13.5029,,,2018-12-20 19:43:30,23.280585,-47.882084,,,,
3800.01,,PC,,,,,,,7189.4,1.4,,,,,,,,,,,TESS,21291176.0,3800.0,11.7248,4.35,598.894,2021-06-23 15:20:15,103.276084,39.132278,,,,
3801.01,,PC,,,,,,,5565.6,1.04333,,,,,,,,,,,TESS,373612558.0,3801.0,12.9395,4.39,488.069,2021-06-23 15:20:15,114.010809,47.258131,,,,
3802.01,,PC,,,,,,,5586.0,1.36,,,,,,,,,,,TESS,190250689.0,3802.0,12.5548,4.17,550.393,2021-06-23 15:20:15,98.781576,45.027682,,,,
3803.01,,PC,,,,,,,6862.4,2.07,,,,,,,,,,,TESS,353498819.0,3803.0,12.1957,3.98,1039.33,2021-06-23 15:20:15,107.173813,38.18106,,,,
3804.01,,PC,,,,,,,5689.0,1.06203,,,,,,,,,,,TESS,312991501.0,3804.0,13.1225,4.39,601.602,2021-06-23 15:20:16,134.655352,74.459183,,,,
3805.01,,PC,,,,,,,5295.0,1.02,,,,,,,,,,,TESS,189852832.0,3805.0,12.7251,4.38,406.497,2021-06-23 15:20:16,94.899684,42.313594,,,,
3806.01,,APC,,,,,,,6709.5,1.94,,,,,,,,,,,TESS,16076354.0,3806.0,11.9181,4.02,806.325,2021-06-23 15:20:16,113.67495,38.986526,,,,
3807.01,,CP,,,,,,,5908.0,1.47,,,,,,,,,,,TESS,289661991.0,3807.0,11.5817,4.13,421.745,2021-06-23 15:20:16,139.112565,69.074128,,,,
3808.01,,FP,,,,,,,6305.0,1.4902101,,,,,,,,,,,TESS,138497780.0,3808.0,12.2337,4.18,595.137,2021-06-23 15:20:16,96.250314,33.032134,,,,
3809.01,,PC,,,,,,,5058.0,0.85,,,,,,,,,,,TESS,252876117.0,3809.0,13.0456,4.51,359.948,2021-06-23 15:20:17,100.288738,48.861378,,,,
381.01,,FP,,,,,,,5883.0,1.77,,,,,,,,,,,TESS,207084429.0,381.0,7.1995,,75.5476,2018-12-20 19:43:30,22.757528,-51.215733,,,,
3009.01,,PC,,,,,,,9582.0,1.83,,,,,,,,,,,TESS,357634632.0,3009.0,12.9119,4.3,1705.62,2021-06-04 01:29:42,137.948702,-60.624704,,,,
301.01,,PC,,,,,,,6048.0,1.7045799,,,,,,,,,,,TESS,144301052.0,301.0,12.0684,4.03,667.745,2018-12-20 19:43:30,354.297402,-42.010321,,,,
3010.01,,PC,,,,,,,5816.0,1.27,,,,,,,,,,,TESS,357202877.0,3010.0,11.9656,4.25,421.094,2021-06-04 01:29:42,136.943889,-61.011529,,,,
3011.01,,PC,,,,,,,5952.0,,,,,,,,,,,,TESS,356461227.0,3011.0,13.2464,,1011.72,2021-06-04 01:29:42,134.446403,-61.614319,,,,
3012.01,,PC,,,,,,,5804.0,,,,,,,,,,,,TESS,437560683.0,3012.0,13.7563,,1423.27,2021-06-04 01:36:21,141.416611,-54.841235,,,,
3013.01,,PC,,,,,,,5847.0,2.8,,,,,,,,,,,TESS,383949205.0,3013.0,12.7007,3.57,1173.06,2021-06-04 01:36:22,135.5761,-57.527088,,,,
3014.01,,PC,,,,,,,6351.0,1.68,,,,,,,,,,,TESS,383806208.0,3014.0,13.2576,4.09,1023.59,2021-06-04 01:36:22,135.238555,-56.556931,,,,
3015.01,,PC,,,,,,,6375.0,1.79,,,,,,,,,,,TESS,357801293.0,3015.0,13.2438,4.04,1146.27,2021-06-04 01:36:22,138.006878,-61.463614,,,,
3016.01,,PC,,,,,,,6451.0,1.49,,,,,,,,,,,TESS,356200601.0,3016.0,13.1847,4.21,930.905,2021-06-04 01:36:22,133.394721,-62.783451,,,,
3017.01,,PC,,,,,,,6802.0,1.38,,,,,,,,,,,TESS,122418622.0,3017.0,12.5422,4.32,718.959,2021-06-04 01:36:22,133.702194,-55.479525,,,,
3018.01,,FP,,,,,,,5809.0,0.97,,,,,,,,,,,TESS,45684223.0,3018.0,12.7818,4.48,461.758,2021-06-04 01:36:22,131.14418,-59.19729,,,,
3019.01,,PC,,,,,,,5950.0,1.0,,,,,,,,,,,TESS,45296362.0,3019.0,13.4834,4.47,676.133,2021-06-04 01:36:22,130.09764,-58.977679,,,,
302.01,,PC,,,,,,,4130.0,0.74,,,,,,,,,,,TESS,229111835.0,302.0,12.9317,4.51,195.124,2018-12-20 19:43:30,17.481278,-52.239486,,,,
3020.01,,PC,,,,,,,7124.0,1.79,,,,,,,,,,,TESS,45191604.0,3020.0,13.4366,4.13,1498.36,2021-06-04 01:36:23,130.155224,-57.223839,,,,
3021.01,,PC,,,,,,,5869.8,,,,,,,,,,,,TESS,45054849.0,3021.0,13.5566,,,2021-06-04 01:36:23,129.778031,-56.261649,,,,
3022.01,,PC,,,,,,,5354.0,1.07,,,,,,,,,,,TESS,287721202.0,3022.0,11.7834,4.35,282.631,2021-06-04 01:36:23,126.368785,-73.258972,,,,
3023.01,,CP,,,,,,,5512.0,1.69,,,,,,,,,,,TESS,454248975.0,3023.0,11.4848,3.97,389.916,2021-06-04 01:36:23,165.315823,-72.356704,,,,
3024.01,,PC,,,,,,,5996.0,1.1625,,,,,,,,,,,TESS,452576848.0,3024.0,13.5618,4.35,777.224,2021-06-04 01:36:23,142.531213,-76.220601,,,,
3025.01,,PC,,,,,,,5823.0,1.42,,,,,,,,,,,TESS,452464529.0,3025.0,13.4826,4.15,888.822,2021-06-04 01:36:23,139.044906,-76.505813,,,,
3288.01,,PC,,,,,,,3913.0,0.67,,,,,,,,,,,TESS,79920467.0,3288.0,13.2956,4.59,200.5,2021-06-04 14:05:37,297.110316,-43.018001,,,,
3289.01,,PC,,,,,,,5955.0,1.75,,,,,,,,,,,TESS,31786438.0,3289.0,12.8999,3.99,915.052,2021-06-04 14:05:37,289.343349,-33.054784,,,,
329.01,,CP,,,,,,,5560.5,1.61148,,,,,,,,,,,TESS,169765334.0,329.0,10.6929,4.01,284.388,2018-12-20 19:43:30,351.321095,-15.634631,,,,
3290.01,,FP,,,,,,,5642.0,1.54,,,,,,,,,,,TESS,31697707.0,3290.0,11.3612,4.07,369.444,2021-06-04 14:05:38,289.140291,-34.781754,,,,
3291.01,,PC,,,,,,,5302.0,0.95,,,,,,,,,,,TESS,464593883.0,3291.0,12.7602,,363.935,2021-06-04 14:05:38,286.967116,-63.991599,,,,
3292.01,,PC,,,,,,,5674.0,1.43536,,,,,,,,,,,TESS,464481762.0,3292.0,13.3827,4.13,894.68,2021-06-04 14:05:38,284.211364,-61.717588,,,,
3293.01,,PC,,,,,,,6650.0,1.75,,,,,,,,,,,TESS,464445045.0,3293.0,13.1675,4.1,1270.93,2021-06-04 14:05:38,282.51078,-62.094156,,,,
3294.01,,PC,,,,,,,5003.0,1.39,,,,,,,,,,,TESS,464280516.0,3294.0,11.481,,286.439,2021-06-04 14:05:38,279.640407,-62.301798,,,,
3295.01,,PC,,,,,,,6193.0,1.44,,,,,,,,,,,TESS,456574511.0,3295.0,13.2972,4.2,981.113,2021-06-04 14:05:38,282.011353,-57.545386,,,,
3296.01,,PC,,,,,,,5590.0,1.15,,,,,,,,,,,TESS,456560485.0,3296.0,12.3726,4.31,437.919,2021-06-04 14:05:38,281.55889,-57.694363,,,,
3297.01,,PC,,,,,,,6200.0,1.61,,,,,,,,,,,TESS,451538240.0,3297.0,13.0197,4.1,900.488,2021-06-04 14:05:38,264.825476,-87.299445,,,,
3298.01,,PC,,,,,,,6103.0,1.46,,,,,,,,,,,TESS,407772585.0,3298.0,12.2415,4.17,588.129,2021-06-04 14:05:39,274.804997,-71.793902,,,,
3299.01,,PC,,,,,,,5121.0,0.8,,,,,,,,,,,TESS,390723664.0,3299.0,13.3888,4.57,417.019,2021-06-04 14:05:39,281.311417,-47.086382,,,,
330.01,,PC,,,,,,,4314.0,0.703041,,,,,,,,,,,TESS,27966179.0,330.0,12.8696,4.57,200.326,2018-12-20 19:43:30,358.751682,-22.538908,,,,
3300.01,,PC,,,,,,,5918.0,1.75,,,,,,,,,,,TESS,384299730.0,3300.0,12.6579,3.98,791.797,2021-06-04 14:05:39,246.034734,-82.550772,,,,
3301.01,,PC,,,,,,,5773.0,1.87,,,,,,,,,,,TESS,384016413.0,3301.0,12.5815,3.91,786.257,2021-06-04 14:05:39,240.470403,-78.602561,,,,
3302.01,,PC,,,,,,,5590.0,1.5,,,,,,,,,,,TESS,383299778.0,3302.0,12.909,4.08,705.625,2021-06-04 14:05:39,185.130699,-84.916673,,,,
3303.01,,PC,,,,,,,7400.0,2.37,,,,,,,,,,,TESS,381982417.0,3303.0,10.5695,3.92,615.178,2021-06-04 14:05:39,284.048901,-70.249425,,,,
3560.01,,PC,,,,,,,6381.0,1.29,,,,,,,,,,,TESS,184295571.0,3560.0,10.7978,4.32,297.852,2021-06-23 15:11:42,296.063483,40.30857,,,,
3561.01,,FP,,,,,,,7795.0,1.44,,,,,,,,,,,TESS,172754786.0,3561.0,12.8903,4.39,1067.6,2021-06-23 15:11:42,299.809982,38.393653,,,,
3562.01,,FP,,,,,,,5791.1,0.81,,,,,,,,,,,TESS,193708920.0,3562.0,11.9635,4.69,289.309,2021-06-23 15:11:42,306.256232,46.923098,,,,
3563.01,,KP,,,,,,,6779.2,1.49114,,,,,,,,,,,TESS,169461816.0,3563.0,10.931,4.25,399.398,2021-06-23 15:11:42,297.45374,41.011019,,,,
3564.01,,PC,,,,,,,6454.0,1.55158,,,,,,,,,,,TESS,193482096.0,3564.0,12.2617,4.26,737.575,2021-06-23 15:11:43,305.940369,46.103142,,,,
3565.01,,FP,,,,,,,6017.0,1.25,,,,,,,,,,,TESS,1965256662.0,3565.0,11.9683,4.29,440.708,2021-06-23 15:11:43,308.561885,35.395204,,,,
3566.01,,FP,,,,,,,6479.0,1.2,,,,,,,,,,,TESS,169187982.0,3566.0,13.33,4.4,845.721,2021-06-23 15:11:43,297.295912,38.857228,,,,
3567.01,,PC,,,,,,,5675.0,1.07,,,,,,,,,,,TESS,452658846.0,3567.0,12.8649,4.38,516.364,2021-06-23 15:11:43,318.104487,29.844788,,,,
3568.01,,CP,,,,,,,4864.0,0.785799,,,,,,,,,,,TESS,160390955.0,3568.0,12.0729,4.55,197.906,2021-06-23 15:11:43,322.602368,34.739581,,,,
3569.01,,PC,,,,,,,6157.0,1.3,,,,,,,,,,,TESS,436314778.0,3569.0,11.0161,,284.927,2021-06-23 15:11:43,307.013306,26.401654,,,,
357.01,,FP,,,,,,,6300.3,2.5465,,,,,,,,,,,TESS,220016044.0,357.0,10.3987,3.72,480.322,2018-12-20 19:43:30,32.321881,-48.48474,,,,
3570.01,,PC,,,,,,,10984.0,1.35,,,,,,,,,,,TESS,136122328.0,3570.0,13.1749,4.64,991.273,2021-06-23 15:11:43,305.46164,34.126027,,,,
3571.01,,PC,,,,,,,7457.0,1.68,,,,,,,,,,,TESS,2010186093.0,3571.0,11.5752,4.14,654.254,2021-06-23 15:13:14,328.455439,47.392259,,,,
3572.01,,FP,,,,,,,,,,,,,,,,,,,TESS,1976308113.0,3572.0,13.0852,,425.989,2021-06-23 15:13:14,314.895323,52.396406,,,,
3573.01,,PC,,,,,,,5994.3,1.49,,,,,,,,,,,TESS,407905370.0,3573.0,11.438,4.13,412.387,2021-06-23 15:13:14,336.998619,38.28595,,,,
3574.01,,PC,,,,,,,4675.9,,,,,,,,,,,,TESS,407694390.0,3574.0,13.2036,,302.734,2021-06-23 15:13:15,326.599217,41.681578,,,,
3575.01,,PC,,,,,,,5739.0,1.15,,,,,,,,,,,TESS,407658979.0,3575.0,12.1357,4.33,399.524,2021-06-23 15:13:15,326.473232,36.247629,,,,
3576.01,,PC,,,,,,,5543.7,1.2,,,,,,,,,,,TESS,405897415.0,3576.0,12.9084,4.27,582.817,2021-06-23 15:13:15,300.917036,52.080676,,,,
3810.01,,FP,,,,,,,9332.0,1.42848,,,,,,,,,,,TESS,239136269.0,3810.0,13.286,4.5,1696.26,2021-06-23 15:20:17,112.325562,33.591361,,,,
3811.01,,PC,,,,,,,5560.0,1.19,,,,,,,,,,,TESS,138475192.0,3811.0,11.4102,4.28,294.652,2021-06-23 15:20:17,95.549232,83.861194,,,,
3812.01,,PC,,,,,,,5382.2,0.89315,,,,,,,,,,,TESS,239134248.0,3812.0,12.4679,4.51,339.069,2021-06-23 15:20:17,112.194386,34.185355,,,,
3813.01,,PC,,,,,,,6268.0,1.23586,,,,,,,,,,,TESS,4605846.0,3813.0,13.4461,4.34,940.296,2021-06-23 15:20:17,118.060044,31.64694,,,,
3814.01,,PC,,,,,,,5914.0,1.43625,,,,,,,,,,,TESS,155873992.0,3814.0,12.4988,4.16,595.141,2021-06-23 15:20:17,139.838463,66.803273,,,,
3815.01,,PC,,,,,,,5908.0,1.87,,,,,,,,,,,TESS,149995163.0,3815.0,12.3972,3.92,790.338,2021-06-23 15:20:17,109.358531,49.840082,,,,
3816.01,,PC,,,,,,,6180.0,1.14,,,,,,,,,,,TESS,102848207.0,3816.0,13.4768,4.4,868.355,2021-06-23 15:20:18,128.861632,67.128369,,,,
3817.01,,PC,,,,,,,6313.0,2.05899,,,,,,,,,,,TESS,99572130.0,3817.0,13.147,3.9,1386.95,2021-06-23 15:20:18,107.504711,70.976379,,,,
3818.01,,PC,,,,,,,5800.1,1.35302,,,,,,,,,,,TESS,99097200.0,3818.0,13.2237,4.19,814.386,2021-06-23 15:20:18,121.591887,42.19247,,,,
3819.01,,CP,,,,,,,5999.0,1.5585901,,,,,,,,,,,TESS,95660472.0,3819.0,11.9824,4.1,558.141,2021-06-23 15:20:18,121.863257,29.388645,,,,
382.01,,FP,,,,,,,5777.0,1.03,,,,,,,,,,,TESS,229091748.0,382.0,12.7226,4.35,506.62,2018-12-20 19:43:30,3.797833,-46.272428,,,,
3820.01,,PC,,,,,,,6403.0,1.86967,,,,,,,,,,,TESS,95234976.0,3820.0,11.5562,4.01,629.284,2021-06-23 15:20:19,115.641632,28.807132,,,,
3821.01,,PC,,,,,,,7054.0,2.1075301,,,,,,,,,,,TESS,88485645.0,3821.0,13.0367,3.98,1555.25,2021-06-23 15:20:19,105.868408,60.852551,,,,
3822.01,,PC,,,,,,,5376.0,1.04447,,,,,,,,,,,TESS,88385463.0,3822.0,12.3381,4.37,359.079,2021-06-23 15:20:19,104.603337,59.972981,,,,
3823.01,,APC,,,,,,,6385.1,1.1,,,,,,,,,,,TESS,81212289.0,3823.0,11.4534,4.47,353.355,2021-06-23 15:20:20,127.033706,56.431077,,,,
3824.01,,FA,,,,,,,6666.8,1.33,,,,,,,,,,,TESS,71134735.0,3824.0,13.041,,896.974,2021-06-23 15:20:20,126.818693,50.757821,,,,
3825.01,,FP,,,,,,,5886.6,1.11,,,,,,,,,,,TESS,39077574.0,3825.0,13.2971,4.38,715.593,2021-06-23 15:20:56,151.255619,40.341064,,,,
3026.01,,PC,,,,,,,6002.0,1.13,,,,,,,,,,,TESS,449491381.0,3026.0,12.8527,4.38,585.662,2021-06-04 01:36:23,160.711159,-71.890559,,,,
3027.01,,PC,,,,,,,6072.0,1.67,,,,,,,,,,,TESS,282091492.0,3027.0,12.2231,4.04,652.69,2021-06-04 01:36:24,135.300422,-75.088116,,,,
3028.01,,PC,,,,,,,4817.8,,,,,,,,,,,,TESS,467955232.0,3028.0,13.1106,,,2021-06-04 01:36:24,169.881185,-64.90164,,,,
3029.01,,PC,,,,,,,3600.5,,,,,,,,,,,,TESS,465540915.0,3029.0,10.8257,,11925.2,2021-06-04 01:36:24,163.675474,-60.347787,,,,
303.01,,KP,,,,,,,5659.0,1.47,,,,,,,,,,,TESS,145750719.0,303.0,12.0213,4.1,486.474,2018-12-20 19:43:30,341.364034,-14.991775,,,,
3030.01,,PC,,,,,,,5769.0,,,,,,,,,,,,TESS,465275307.0,3030.0,12.804,,1107.81,2021-06-04 01:36:24,163.111582,-64.523443,,,,
3031.01,,PC,,,,,,,5709.0,0.94,,,,,,,,,,,TESS,460686828.0,3031.0,12.4404,4.5,353.147,2021-06-04 01:36:24,158.389233,-61.716692,,,,
3032.01,,PC,,,,,,,5645.0,1.18,,,,,,,,,,,TESS,401283491.0,3032.0,13.2727,4.29,673.183,2021-06-04 01:36:25,188.120105,-50.314168,,,,
3033.01,,APC,,,,,,,5509.0,0.88,,,,,,,,,,,TESS,398725538.0,3033.0,13.5836,4.53,549.708,2021-06-04 01:36:25,161.953093,-68.150937,,,,
3034.01,,PC,,,,,,,5649.5,,,,,,,,,,,,TESS,391645374.0,3034.0,13.2714,,730.429,2021-06-04 01:36:25,161.80711,-60.750286,,,,
3035.01,,PC,,,,,,,,,,,,,,,,,,,TESS,390444761.0,3035.0,13.156,,606.208,2021-06-04 01:36:25,160.76911,-63.878462,,,,
3036.01,,FP,,,,,,,6721.0,1.05,,,,,,,,,,,TESS,390157607.0,3036.0,13.4748,4.55,786.783,2021-06-04 01:36:25,183.561597,-56.773252,,,,
3037.01,,PC,,,,,,,7428.0,1.52,,,,,,,,,,,TESS,376209245.0,3037.0,13.146,4.3,1110.66,2021-06-04 01:36:25,179.184668,-56.756623,,,,
3038.01,,PC,,,,,,,6185.0,1.58557,,,,,,,,,,,TESS,376036292.0,3038.0,13.5635,4.11,1134.31,2021-06-04 01:36:26,152.74539,-64.117254,,,,
3039.01,,PC,,,,,,,5691.0,1.13,,,,,,,,,,,TESS,373033374.0,3039.0,12.4816,4.33,455.237,2021-06-04 01:36:26,153.120744,-67.255542,,,,
304.01,,FP,,,,,,,6292.0,1.88,,,,,,,,,,,TESS,262530873.0,304.0,12.5145,3.98,964.641,2018-12-20 19:43:30,20.494025,-44.416747,,,,
3040.01,,PC,,,,,,,6026.0,1.19,,,,,,,,,,,TESS,372596795.0,3040.0,12.1787,4.34,457.568,2021-06-04 01:36:26,151.501627,-66.898002,,,,
3041.01,,PC,,,,,,,6267.7,1.84,,,,,,,,,,,TESS,371864043.0,3041.0,11.2553,4.0,484.97,2021-06-04 01:36:26,149.324748,-68.779105,,,,
3042.01,,PC,,,,,,,6277.0,,,,,,,,,,,,TESS,361219651.0,3042.0,12.7296,,1084.92,2021-06-04 01:36:26,143.920843,-64.876111,,,,
3043.01,,PC,,,,,,,6019.0,2.08,,,,,,,,,,,TESS,360706000.0,3043.0,13.3257,3.85,1213.32,2021-06-04 01:36:26,142.584862,-65.217734,,,,
3304.01,,PC,,,,,,,5986.0,1.42,,,,,,,,,,,TESS,381789320.0,3304.0,12.0148,4.17,502.336,2021-06-04 14:05:39,270.132239,-52.68301,,,,
3305.01,,PC,,,,,,,5297.4,0.86,,,,,,,,,,,TESS,380775661.0,3305.0,12.9876,4.52,394.443,2021-06-04 14:05:40,269.546056,-62.477432,,,,
3306.01,,FP,,,,,,,5617.0,1.15,,,,,,,,,,,TESS,369861731.0,3306.0,12.3483,4.31,403.582,2021-06-04 14:05:40,161.042028,-86.319954,,,,
3307.01,,PC,,,,,,,5636.0,1.14,,,,,,,,,,,TESS,369861728.0,3307.0,13.1045,4.32,560.726,2021-06-04 14:05:40,161.036801,-86.316421,,,,
3308.01,,APC,,,,,,,5813.0,,,,,,,,,,,,TESS,365554300.0,3308.0,13.3095,,,2021-06-04 14:05:40,274.046382,-65.608083,,,,
3309.01,,PC,,,,,,,5306.0,1.06,,,,,,,,,,,TESS,365021641.0,3309.0,11.8633,4.35,288.963,2021-06-04 14:05:40,271.991949,-49.555097,,,,
331.01,,FP,,,,,,,5608.0,1.76,,,,,,,,,,,TESS,262531275.0,331.0,13.0261,3.94,939.136,2018-12-20 19:43:30,20.419256,-42.481783,,,,
3310.01,,PC,,,,,,,6362.0,1.45,,,,,,,,,,,TESS,364072092.0,3310.0,13.0374,4.22,890.249,2021-06-04 14:05:40,267.445726,-53.407556,,,,
3311.01,,FP,,,,,,,5552.0,1.01,,,,,,,,,,,TESS,337274055.0,3311.0,13.1052,4.42,521.922,2021-06-04 14:05:40,269.063581,-57.100597,,,,
3312.01,,PC,,,,,,,3930.3,,,,,,,,,,,,TESS,332314607.0,3312.0,12.5578,,450.91,2021-06-04 14:05:41,272.905634,-36.782023,,,,
3313.01,,FP,,,,,,,3689.6,,,,,,,,,,,,TESS,327210623.0,3313.0,12.6827,,8341.8,2021-06-04 14:05:41,270.656968,-37.440201,,,,
3314.01,,PC,,,,,,,5355.0,1.37,,,,,,,,,,,TESS,315398848.0,3314.0,12.4749,,353.719,2021-06-04 14:05:41,279.610687,-40.802254,,,,
3315.01,,PC,,,,,,,6375.0,1.49,,,,,,,,,,,TESS,312030014.0,3315.0,11.8748,4.2,565.094,2021-06-04 14:05:41,264.934249,-73.37763,,,,
3316.01,,PC,,,,,,,5789.0,0.98,,,,,,,,,,,TESS,311565540.0,3316.0,13.4449,4.47,642.134,2021-06-04 14:05:41,260.706965,-73.434885,,,,
3317.01,,PC,,,,,,,6136.0,1.73,,,,,,,,,,,TESS,311292015.0,3317.0,12.8739,4.03,974.737,2021-06-04 14:05:41,258.402253,-74.303176,,,,
3318.01,,PC,,,,,,,5281.8,,,,,,,,,,,,TESS,310854881.0,3318.0,13.3675,,586.486,2021-06-04 14:05:41,255.271159,-75.430201,,,,
3319.01,,FP,,,,,,,5259.0,0.98,,,,,,,,,,,TESS,310267134.0,3319.0,13.5252,4.41,557.804,2021-06-04 14:05:42,251.382358,-76.937828,,,,
332.01,,CP,,,,,,,5190.0,0.96,,,,,,,,,,,TESS,139285832.0,332.0,11.5273,4.42,222.852,2018-12-20 19:43:30,348.058952,-44.876485,,,,
3320.01,,PC,,,,,,,6693.0,1.89,,,,,,,,,,,TESS,307320565.0,3320.0,12.4472,4.04,956.388,2021-06-04 14:05:42,267.895964,-63.005947,,,,
3321.01,,CP,,,,,,,5930.0,1.47,,,,,,,,,,,TESS,306648160.0,3321.0,10.6651,4.14,285.895,2021-06-04 14:05:42,265.760335,-65.008252,,,,
3577.01,,CP,,,,,,,5938.0,1.6,,,,,,,,,,,TESS,396133015.0,3577.0,11.3209,4.06,420.999,2021-06-23 15:13:15,327.095917,48.334399,,,,
3578.01,,FP,,,,,,,7176.0,1.73,,,,,,,,,,,TESS,358186451.0,3578.0,10.9683,4.16,460.849,2021-06-23 15:13:15,317.124796,49.112843,,,,
3579.01,,FP,,,,,,,3245.0,,,,,,,,,,,,TESS,316606244.0,3579.0,10.9511,,4982.73,2021-06-23 15:13:15,322.029218,56.823139,,,,
358.01,,PC,,,,,,,5467.0,1.21,,,,,,,,,,,TESS,321982642.0,358.0,12.8895,4.26,579.028,2018-12-20 19:43:30,3.061189,-47.355422,,,,
3580.01,,FP,,,,,,,3858.0,0.56,,,,,,,,,,,TESS,305478010.0,3580.0,13.2966,4.69,153.214,2021-06-23 15:13:16,330.271302,38.530284,,,,
3581.01,,FP,,,,,,,4903.0,,,,,,,,,,,,TESS,295413003.0,3581.0,12.9875,,,2021-06-23 15:13:16,303.369006,53.276849,,,,
3582.01,,PC,,,,,,,5847.0,1.42,,,,,,,,,,,TESS,290308758.0,3582.0,12.7937,4.16,624.477,2021-06-23 15:13:16,307.292565,50.076925,,,,
3583.01,,PC,,,,,,,3882.0,,,,,,,,,,,,TESS,289895191.0,3583.0,12.066,,,2021-06-23 15:13:16,315.8822,48.687895,,,,
3584.01,,PC,,,,,,,,,,,,,,,,,,,TESS,289100911.0,3584.0,12.4109,,359.363,2021-06-23 15:13:16,314.895418,52.396108,,,,
3585.01,,PC,,,,,,,4652.0,0.82,,,,,,,,,,,TESS,287591638.0,3585.0,11.2287,4.48,130.802,2021-06-23 15:13:17,326.807138,34.646627,,,,
3586.01,,PC,,,,,,,4971.0,0.74,,,,,,,,,,,TESS,286080865.0,3586.0,12.3944,4.61,232.183,2021-06-23 15:13:17,310.219074,50.922722,,,,
3587.01,,PC,,,,,,,7486.0,1.87,,,,,,,,,,,TESS,267373896.0,3587.0,11.5199,,497.23,2021-06-23 15:13:17,316.834683,49.431813,,,,
3588.01,,PC,,,,,,,6688.0,2.2,,,,,,,,,,,TESS,265242905.0,3588.0,12.3142,3.91,1023.15,2021-06-23 15:13:17,308.308351,50.926837,,,,
3589.01,,PC,,,,,,,7658.5,1.61,,,,,,,,,,,TESS,260761464.0,3589.0,11.528,4.28,574.124,2021-06-23 15:13:17,326.392082,39.495055,,,,
359.01,,PC,,,,,,,5573.0,1.85,,,,,,,,,,,TESS,80432617.0,359.0,12.3409,3.89,715.834,2018-12-20 19:43:30,11.673176,-42.361791,,,,
3590.01,,APC,,,,,,,6592.0,1.86,,,,,,,,,,,TESS,236638487.0,3590.0,12.3705,4.04,911.211,2021-06-23 15:13:17,329.279291,31.452973,,,,
3591.01,,PC,,,,,,,5859.7,1.65,,,,,,,,,,,TESS,190479710.0,3591.0,12.8224,4.03,597.467,2021-06-23 15:13:18,325.190963,43.529775,,,,
3592.01,,PC,,,,,,,,2.11,,,,,,,,,,,TESS,162387333.0,3592.0,12.231,,465.275,2021-06-23 15:13:18,332.122967,33.349296,,,,
3593.01,,PC,,,,,,,5342.0,0.992137,,,,,,,,,,,TESS,162289289.0,3593.0,11.488,4.41,226.63,2021-06-23 15:13:18,331.506364,34.211658,,,,
3844.01,,APC,,,,,,,5726.0,1.22,,,,,,,,,,,TESS,165885558.0,3844.0,12.9959,4.27,655.503,2021-06-23 15:20:58,131.366244,35.617167,,,,
3845.01,,FP,,,,,,,6046.0,1.41,,,,,,,,,,,TESS,156816238.0,3845.0,12.7553,4.19,749.892,2021-06-23 15:20:58,140.462178,38.618961,,,,
3846.01,,KP,,,,,,,4234.0,0.77,,,,,,,,,,,TESS,149918151.0,3846.0,12.9178,4.49,213.771,2021-06-23 15:20:59,160.748095,60.964119,,,,
