pl_name,pl_letter,pl_orbper,pl_trandep,pl_rade,pl_eqt,pl_trandur,st_rad,st_mass,st_teff,st_logg,ra,dec
K2-19 b,b,7.919454,0.6673,6.67,,3.2616,0.823,,,,174.9602543,0.603596
K2-19 b,b,7.91951,,,,,0.881,0.918,5250.0,4.5,174.9602543,0.603596
K2-19 c,c,11.9066,,,,,0.881,0.918,5250.0,4.5,174.9602543,0.603596
K2-19 b,b,7.9222,,7.0,,,0.82,0.88,5322.0,4.51,174.9602543,0.603596
K2-19 c,c,11.8993,,4.1,,,0.82,0.88,5322.0,4.51,174.9602543,0.603596
K2-19 d,d,2.5081,,1.11,,,0.82,0.88,5322.0,4.51,174.9602543,0.603596
K2-19 b,b,7.9177855286,0.61503984,6.59307857,782.72,3.150639,0.840476,,5322.0,4.5528,174.9602543,0.603596
K2-19 b,b,7.920978,,,,,0.86,0.93,5430.0,4.63,174.9602543,0.603596
K2-19 b,b,7.9222,,7.0,779.0,,0.82,0.88,5322.0,4.51,174.9602543,0.603596
K2-19 c,c,11.8993,,4.1,679.0,,0.82,0.88,5322.0,4.51,174.9602543,0.603596
WASP-47 e,e,0.789593,,1.817,,,1.11133,0.984,5576.0,4.33938,331.203092,-12.019067
K2-37 b,b,4.4436649,0.0362,1.5,,2.79,0.72,,4740.0,,243.4509662,-24.7870527
K2-31 b,b,1.2578493,0.629,7.0,,0.95,0.81,,5251.0,,245.4405531,-23.548273
K2-32 b,b,8.9919156,0.375,4.79,,3.57,0.72,,4686.0,,252.426008,-19.5430504
K2-32 c,c,20.660987,0.135,2.88,,4.75,0.72,,4686.0,,252.426008,-19.5430504
K2-55 b,b,2.8492818,0.389,4.43,,2.07,0.65,,4237.0,,333.7518786,-17.2508002
K2-265 b,b,2.3690438,0.0338,1.63,,2.3,0.81,,5261.0,,342.0316493,-14.4947789
K2-36 b,b,1.4226108,0.0365,1.55,,1.2,0.74,,4886.0,,169.4490102,3.8665038
K2-24 c,c,42.363493,0.44,5.59,,6.69,0.77,,5071.0,,242.5734559,-24.9906029
K2-62 b,b,6.6717686,0.0831,2.18,,1.58,0.69,,4500.0,,334.3645089,-12.1874776
K2-10 b,b,19.307107,0.165,3.83,,3.8,0.86,,5454.0,,172.1216476,1.6906217
K2-18 b,b,32.947328,0.311,2.17,,2.97,0.36,,3440.0,,172.560141,7.5878315
WASP-47 b,b,4.1591739,1.27,10.5,,3.63,0.86,,5427.0,,331.203092,-12.019067
K2-3 d,d,44.56115,0.0731,1.7,,4.04,0.58,,3927.0,,172.3353708,-1.4551364
K2-19 d,d,2.5081,,1.11,1142.0,,0.82,0.88,5322.0,4.51,174.9602543,0.603596
K2-24 c,c,42.3633,,7.82,606.0,6.47,1.21,1.12,5743.0,4.29,242.5734559,-24.9906029
K2-24 b,b,20.8851,,5.68,767.0,5.48,1.21,1.12,5743.0,4.29,242.5734559,-24.9906029
K2-3 b,b,10.054544,,2.08,,,0.561,,,,172.3353708,-1.4551364
K2-3 c,c,24.64638,,1.69,,,0.561,,,,172.3353708,-1.4551364
K2-55 b,b,2.8493,,,,1.872,0.737576,0.669,4279.0,4.52788,333.7518786,-17.2508002
K2-19 b,b,7.91943,,7.11,913.0,,0.81,0.84,5519.0,,174.9602543,0.603596
K2-19 c,c,11.90691,,4.31,797.0,,0.81,0.84,5519.0,,174.9602543,0.603596
K2-19 b,b,7.919454,,7.23,,,0.88,0.89,5230.0,4.52,174.9602543,0.603596
K2-19 c,c,11.90701,,4.21,,,0.88,0.89,5230.0,4.52,174.9602543,0.603596
K2-19 b,b,7.921101,,7.46,,,0.913,0.949,5390.0,4.493,174.9602543,0.603596
K2-19 c,c,11.90727,,4.51,,,0.913,0.949,5390.0,4.493,174.9602543,0.603596
TRAPPIST-1 b,b,1.510848,0.754,1.113,400.0,0.602,0.117,0.08,2550.0,,346.6263919,-5.0434618
TRAPPIST-1 c,c,2.421848,0.672,1.049,342.0,0.6963,0.117,0.08,2550.0,,346.6263919,-5.0434618
TRAPPIST-1 b,b,1.51087081,0.7266,1.086,400.1,0.6067,0.117,0.0802,2559.0,,346.6263919,-5.0434618
TRAPPIST-1 c,c,2.4218233,0.687,1.056,341.9,0.7062,0.117,0.0802,2559.0,,346.6263919,-5.0434618
TRAPPIST-1 d,d,4.04961,0.367,0.772,288.0,0.8188,0.117,0.0802,2559.0,,346.6263919,-5.0434618
TRAPPIST-1 e,e,6.099615,0.519,0.918,251.3,0.9535,0.117,0.0802,2559.0,,346.6263919,-5.0434618
TRAPPIST-1 f,f,9.20669,0.673,1.045,219.0,1.043,0.117,0.0802,2559.0,,346.6263919,-5.0434618
TRAPPIST-1 g,g,12.35294,0.782,1.127,198.6,1.14,0.117,0.0802,2559.0,,346.6263919,-5.0434618
TRAPPIST-1 h,h,20.0,0.352,0.755,168.0,1.28,0.117,0.0802,2559.0,,346.6263919,-5.0434618
TRAPPIST-1 h,h,18.767,0.346,0.752,173.0,1.26,0.114827,0.090778,,5.27596,346.6263919,-5.0434618
TRAPPIST-1 b,b,,0.8015,,366.0,0.602,0.114827,0.090778,,5.27596,346.6263919,-5.0434618
TRAPPIST-1 c,c,,0.729,,315.0,0.6963,0.114827,0.090778,,5.27596,346.6263919,-5.0434618
TRAPPIST-1 b,b,,,1.121,,,,0.089,,,346.6263919,-5.0434618
TRAPPIST-1 c,c,,,1.095,,,,0.089,,,346.6263919,-5.0434618
TRAPPIST-1 d,d,,,0.784,,,,0.089,,,346.6263919,-5.0434618
TRAPPIST-1 e,e,,,0.91,,,,0.089,,,346.6263919,-5.0434618
TRAPPIST-1 f,f,,,1.046,,,,0.089,,,346.6263919,-5.0434618
TRAPPIST-1 g,g,,,1.148,,,,0.089,,,346.6263919,-5.0434618
TRAPPIST-1 h,h,,,0.773,,,,0.089,,,346.6263919,-5.0434618
TRAPPIST-1 b,b,1.510826,0.7378,1.116,,0.601,0.1192,0.0898,2566.0,5.2396,346.6263919,-5.0434618
TRAPPIST-1 c,c,2.421937,0.7123,1.097,,0.7005,0.1192,0.0898,2566.0,5.2396,346.6263919,-5.0434618
TRAPPIST-1 d,d,4.049219,0.3676,0.788,,0.8145,0.1192,0.0898,2566.0,5.2396,346.6263919,-5.0434618
TRAPPIST-1 e,e,6.101013,0.5012,0.92,,0.9293,0.1192,0.0898,2566.0,5.2396,346.6263919,-5.0434618
TRAPPIST-1 f,f,9.20754,0.6465,1.045,,1.048,0.1192,0.0898,2566.0,5.2396,346.6263919,-5.0434618
TRAPPIST-1 g,g,12.352446,0.7555,1.129,,1.137,0.1192,0.0898,2566.0,5.2396,346.6263919,-5.0434618
TRAPPIST-1 h,h,18.772866,0.3375,0.755,,1.269,0.1192,0.0898,2566.0,5.2396,346.6263919,-5.0434618
TRAPPIST-1 b,b,1.51088432,,,397.6,0.60515,0.1234,0.0898,2520.0,,346.6263919,-5.0434618
TRAPPIST-1 c,c,2.42179346,,,339.7,0.707,0.1234,0.0898,2520.0,,346.6263919,-5.0434618
TRAPPIST-1 d,d,4.04978035,,,286.2,0.8228,0.1234,0.0898,2520.0,,346.6263919,-5.0434618
TRAPPIST-1 e,e,6.09956479,,,249.7,0.9385,0.1234,0.0898,2520.0,,346.6263919,-5.0434618
TRAPPIST-1 f,f,9.20659399,,,217.7,1.055,0.1234,0.0898,2520.0,,346.6263919,-5.0434618
TRAPPIST-1 g,g,12.3535557,,,197.3,1.152,0.1234,0.0898,2520.0,,346.6263919,-5.0434618
TRAPPIST-1 h,h,18.7672745,,,171.7,1.271,0.1234,0.0898,2520.0,,346.6263919,-5.0434618
TRAPPIST-1 b,b,1.51087,,,,,,,,,346.6263919,-5.0434618
TRAPPIST-1 e,e,6.09705,,,,,,,,,346.6263919,-5.0434618
TRAPPIST-1 f,f,9.2129,,,,,,,,,346.6263919,-5.0434618
TRAPPIST-1 b,b,1.51094471179,1.06934882,1.20389172,802.86,0.6401499,0.114827,,5780.0,5.27596,346.6263919,-5.0434618
TRAPPIST-1 b,b,1.5108261,,,,,0.1192,0.0898,2566.0,5.2396,346.6263919,-5.0434618
TRAPPIST-1 c,c,2.4219371,,,,,0.1192,0.0898,2566.0,5.2396,346.6263919,-5.0434618
K2-180 b,b,8.867209,,2.31,731.0,,0.72,0.72,5358.0,4.58,126.4643579,10.246577
K2-98 b,b,10.136448,,5.2,1092.0,,1.57,1.2,6172.0,4.13,126.4882114,11.5110933
K2-105 b,b,8.267704,,3.37,814.0,,0.91,0.99,5464.0,4.51,125.4202985,13.4975122
K2-199 b,b,3.225338,,1.87,861.0,,0.68,0.73,4648.0,4.64,208.9014508,-6.1360833
K2-108 b,b,4.733999,,5.33,1360.0,,1.76,1.17,5599.0,4.02,123.3818484,16.419516
K2-121 b,b,5.185761,,7.5,723.0,,0.68,0.72,4551.0,4.63,126.9366624,17.5793267
EPIC 211945201 b,b,19.49221,,5.76,817.0,,1.39,1.17,6069.0,4.22,136.5741931,19.4020565
K2-100 b,b,1.673833,,3.59,1748.0,,1.22,1.23,6168.0,4.35,129.6010863,20.1060074
K2-277 b,b,6.326763,,2.07,958.0,,0.97,1.02,5741.0,4.48,202.0161895,-15.9379749
K2-280 b,b,19.895202,,7.67,744.0,,1.28,1.11,5742.0,4.26,291.5953596,-22.2477071
K2-222 b,b,15.387063,,2.39,801.0,,1.09,1.0,6058.0,4.37,16.4625203,11.7537171
K2-216 b,b,2.174782,,1.63,992.0,,0.69,0.74,4658.0,4.63,11.4802354,6.3470302
EPIC 220674823 b,b,0.571331,,1.82,2119.0,,0.98,0.97,5617.0,4.45,13.0800239,10.7947051
EPIC 220674823 c,c,13.339079,,2.73,741.0,,0.98,0.97,5617.0,4.45,13.0800239,10.7947051
K2-216 b,b,2.1748,,1.75,1103.0,1.84,0.72,0.7,4503.0,4.57,11.4802354,6.3470302
K2-24 c,c,42.3391,,7.5,,,1.16,1.07,5625.0,4.29,242.5734559,-24.9906029
K2-389 c,c,20.851337,,2.04,,5.2,1.084,0.802,5782.0,4.273,355.6304152,-9.7135814
K2-108 b,b,4.73379,,7.56448313,,,2.306381,1.28805,5414.0,3.75,123.3818484,16.419516
K2-121 b,b,5.185759,,7.64369371,,,0.686484,0.72709,4695.0,4.68,126.9366624,17.5793267
K2-110 b,b,13.86391,,2.52419159,,,0.692198,0.724359,4877.0,4.51,207.3497402,-12.2849182
K2-222 b,b,15.388825,,2.22325951,,,1.040375,0.950497,5934.0,4.29,16.4625203,11.7537171
K2-229 b,b,0.58424,,1.2547759,,,0.801878,0.85791,5231.0,4.59,186.8729195,-6.7218474
K2-229 c,c,8.32801,,2.16480482,,,0.801878,0.85791,5231.0,4.59,186.8729195,-6.7218474
K2-10 b,b,19.307044,,3.73470986,,,0.902012,0.958188,5638.0,4.53,172.1216476,1.6906217
EPIC 220674823 b,b,0.571299,,1.66855539,,,0.906429,0.966939,5590.0,4.54,13.0800239,10.7947051
EPIC 220674823 c,c,13.339746,,2.70490157,,,0.906429,0.966939,5590.0,4.54,13.0800239,10.7947051
K2-388 b,b,6.339069,,3.66,,3.2,0.897,0.842,5367.0,4.456,352.7139342,-11.0773564
K2-389 b,b,8.583566,,2.118,,3.1,1.084,0.802,5782.0,4.273,355.6304152,-9.7135814
EPIC 229004835 b,b,16.140442,,2.05969274,,,0.975013,,5870.0,4.4,186.4860415,-1.4047214
K2-389 c,c,20.851337,,2.04,,,1.084,0.802,5782.0,4.273,355.6304152,-9.7135814
K2-280 b,b,19.894641,,5.55493874,,,1.06414,,5767.0,4.47,291.5953596,-22.2477071
WASP-47 b,b,4.1591289,,12.63,,3.5722,1.137,1.04,5552.0,4.3437,331.203092,-12.019067
WASP-47 d,d,9.03077,,3.576,,4.288,1.137,1.04,5552.0,4.3437,331.203092,-12.019067
WASP-47 e,e,0.789592,,1.81,,1.899,1.137,1.04,5552.0,4.3437,331.203092,-12.019067
WASP-47 c,c,588.5,,,,,1.137,1.04,5552.0,4.3437,331.203092,-12.019067
EPIC 220674823 b,b,0.571292,,1.52,2333.0,1.532,0.869,0.945,5470.0,4.53,13.0800239,10.7947051
K2-229 c,c,8.32727,0.05325,2.03,750.0,2.5,0.79,0.87,5315.0,4.59,186.8729195,-6.7218474
HD 106315 b,b,9.55804,0.03,2.32,1046.0,3.5,1.29,1.08,6277.0,4.25,183.4724742,-0.3934357
HD 106315 c,c,21.05788,0.1,4.31,804.0,4.4,1.29,1.08,6277.0,4.25,183.4724742,-0.3934357
K2-261 b,b,11.63344,0.2801,9.52765,1080.0,5.112,1.65,1.1,5537.0,4.21,163.0323119,0.493167
K2-265 b,b,2.369008,,1.66165565,,,0.889069,,5509.0,4.49,342.0316493,-14.4947789
K2-277 b,b,6.326674,,2.12171156,,,0.946965,,5733.0,4.51,202.0161895,-15.9379749
K2-229 c,c,8.32834,,2.12,800.0,,0.793,0.837,5185.0,4.56,186.8729195,-6.7218474
K2-127 b,b,3.588162,1.512,12.72,,2.3208,0.982,,,,207.0782895,-11.5889878
K2-132 b,b,9.1708,,12.206601,1586.0,,4.11,1.19,4878.0,3.35,182.1662666,-8.7472172
K2-388 b,b,6.3392677,0.1739,3.91968,922.0,3.02,0.93,,5289.0,4.46,352.7139342,-11.0773564
K2-6 b,b,30.9403,0.0724,2.44,,5.28,0.8649,,,,178.1921152,-1.1984418
K2-24 b,b,20.88977,,5.4,,,1.16,1.07,5625.0,4.29,242.5734559,-24.9906029
K2-291 b,b,2.225177,,1.589,,1.719,0.899,0.934,5520.0,4.5,76.44594,21.548199
EPIC 211945201 b,b,19.491965,0.1777,6.8,,2.976,1.485,,6320.0,4.219,136.5741931,19.4020565
K2-18 b,b,32.939623,,2.37,284.0,,0.411,0.359,3457.0,,172.560141,7.5878315
K2-32 b,b,8.991828,,4.96,,,0.845,0.856,,,252.426008,-19.5430504
K2-32 d,d,31.7142,,3.27,,,0.845,0.856,,,252.426008,-19.5430504
K2-32 c,c,20.66186,,2.74,,,0.845,0.856,,,252.426008,-19.5430504
HIP 41378 e,e,,,,,,1.343,1.168,6226.0,,126.6158279,10.0803708
HIP 41378 d,d,1114.0,,,,,1.343,1.168,6226.0,,126.6158279,10.0803708
HIP 41378 f,f,1084.0,,,,,1.343,1.168,6226.0,,126.6158279,10.0803708
K2-100 b,b,1.6739024,0.0703,3.45,1094.0,1.6056,1.19,1.18,6120.0,4.36,129.6010863,20.1060074
HD 106315 c,c,21.05704,,4.35,886.0,4.638,1.296,1.091,6327.0,4.252,183.4724742,-0.3934357
EPIC 203771098.03,,,0.3145,7.51,,6.5448,1.249,,,,242.5734559,-24.9906029
K2-127 b,b,3.5868547125,1.38097583,11.43763082,1057.3,2.1273101,0.980071,,5036.0,4.37983,207.0782895,-11.5889878
EPIC 220674823 c,c,13.33877,0.0903,3.79,,4.44,1.02,,,,13.0800239,10.7947051
K2-280 b,b,19.89531,0.3463,8.01,,8.2776,1.367,,,,291.5953596,-22.2477071
K2-111 b,b,5.35185,0.01184,1.41,,3.6,1.275,,,,59.8903081,21.2985263
K2-37 d,d,14.09292,0.0893,2.58,,2.808,0.792,,,,243.4509662,-24.7870527
K2-32 d,d,31.7236,0.1562,3.14,,5.064,0.757,,,,252.426008,-19.5430504
K2-36 b,b,1.422602,0.0345,1.407,,1.1232,0.729,,,,169.4490102,3.8665038
K2-24 c,c,,0.4372,8.24,,6.408,1.249,,,,242.5734559,-24.9906029
K2-24 b,b,20.88506,0.2213,5.94,,5.4744,1.249,,,,242.5734559,-24.9906029
K2-3 c,c,24.64671,0.0822,1.18,,3.6,0.371,,,,172.3353708,-1.4551364
K2-99 b,b,18.24841,0.193,12.48,,11.496,2.71,,,,208.7737624,-5.4424943
K2-62 b,b,6.67199,,2.02,666.0,,0.696,0.67,4455.0,4.57,334.3645089,-12.1874776
K2-189 b,b,2.58812,,1.403,1203.0,,0.879,0.85,5442.0,4.51,203.6214411,-15.0365158
K2-220 b,b,13.68186,,2.37,761.0,,1.026,0.91,5612.0,4.45,12.7700071,9.5167694
K2-389 b,b,8.58289,,2.33,932.0,,1.094,0.99,5773.0,4.31,355.6304152,-9.7135814
K2-245 b,b,11.89376,,2.67,769.0,,0.956,0.88,5942.0,4.58,185.181563,-1.5909138
K2-199 c,c,7.37426,0.1739,2.45,,2.5728,0.582,,,,208.9014508,-6.1360833
K2-37 c,c,6.42959,0.1027,2.64,,2.9016,0.792,,,,243.4509662,-24.7870527
K2-105 b,b,8.26698,0.1338,3.55,,3.4104,0.947,,,,125.4202985,13.4975122
K2-3 b,b,10.05467,0.1416,1.45,,2.6208,0.371,,,,172.3353708,-1.4551364
K2-101 b,b,14.6762429,,2.0,618.0,,0.76,0.82,4927.0,4.59,130.3439097,18.9338205
K2-136 d,d,25.5715,,1.55,,,0.723,0.686,4359.0,4.537,67.4128615,22.8825674
K2-181 b,b,6.893813,0.0618,2.83587212,1015.0,2.52,1.04,1.022,5520.0,4.413,127.5541103,10.9101444
K2-335 b,b,12.283211,,2.21,949.0,4.31,1.33,1.23,6222.0,4.28,129.3896679,16.5220648
V1298 Tau b,b,24.13861,0.5,10.22,668.0,6.42,1.314,1.099,4970.0,4.246,61.331654,20.1570318
V1298 Tau b,b,24.1396,,10.27,677.0,6.42,1.345,1.101,,,61.331654,20.1570318
V1298 Tau b,b,24.1315,,9.53,,6.42,1.33,1.095,,,61.331654,20.1570318
V1298 Tau b,b,24.1399,,9.72939525,,,1.278,1.17,5050.0,,61.331654,20.1570318
V1298 Tau b,b,24.141341,,,,,1.407,1.135,,,61.331654,20.1570318
V1298 Tau c,c,8.24958,,5.59,968.0,4.66,1.345,1.101,,,61.331654,20.1570318
V1298 Tau c,c,8.2438,,5.05,,4.66,1.33,1.095,,,61.331654,20.1570318
V1298 Tau c,c,8.24892,,5.15613112,,,1.278,1.17,5050.0,,61.331654,20.1570318
V1298 Tau c,c,8.24959,,,,,,,,,61.331654,20.1570318
V1298 Tau d,d,12.4032,,6.41,845.0,5.59,1.345,1.101,,,61.331654,20.1570318
V1298 Tau d,d,12.396,,6.13,,5.59,1.33,1.095,,,61.331654,20.1570318
V1298 Tau d,d,12.4058,,6.43395492,,,1.278,1.17,5050.0,,61.331654,20.1570318
V1298 Tau e,e,60.0,,8.74,492.0,7.45,1.345,1.101,,,61.331654,20.1570318
V1298 Tau e,e,53.5,,9.97599282,,,1.43,1.26,4941.0,4.227,61.331654,20.1570318
V1298 Tau e,e,44.1699,,9.94,,7.44,1.33,1.095,,,61.331654,20.1570318
V1298 Tau e,e,40.2,,8.23860081,,,1.278,1.17,5050.0,,61.331654,20.1570318
K2-344 b,b,3.3557219,0.1101,1.9149,688.0,1.599,0.56,,3807.0,4.68,136.3614923,21.6685886
K2-108 b,b,4.73363,0.0973,5.81,,3.6288,1.797,,,,123.3818484,16.419516
K2-12 b,b,8.282455,,2.18823473,,,1.005112,0.935733,5663.0,4.3,173.1919022,2.2446794
K2-27 b,b,6.771375,0.2804,5.05,,2.856,0.932,,,,171.5151874,1.2306237
K2-55 b,b,2.849302,0.3954,4.07,,2.0616,0.662,,,,333.7518786,-17.2508002
K2-121 b,b,5.185758,1.3112,7.44,,2.1264,0.637,,,,126.9366624,17.5793267
EPIC 211945201 b,b,19.49183,0.1639,5.96,,3.5664,1.403,,,,136.5741931,19.4020565
GJ 9827 c,c,3.6480957,,1.241,,1.82496,0.602,0.606,4340.0,4.66,351.7717763,-1.2853435
GJ 9827 d,d,6.2014698,,2.022,,1.2228,0.602,0.606,4340.0,4.66,351.7717763,-1.2853435
WASP-47 e,e,0.79,,1.773,,,1.125,1.008,5552.0,4.34,331.203092,-12.019067
EPIC 220674823 b,b,0.571,,1.712,,,0.981,0.902,5496.0,4.42,13.0800239,10.7947051
HIP 41378 d,d,48.1,,,,12.71,1.35,1.14,6199.0,4.2,126.6158279,10.0803708
HIP 41378 f,f,46.4,0.5,,,18.998,1.35,1.14,6199.0,4.2,126.6158279,10.0803708
WASP-107 b,b,5.72226,2.5549,12.8433,687.0,2.648,0.73,,4233.2,4.64,188.3864277,-10.1462141
K2-18 b,b,32.940045,,2.61,254.9,,0.4445,0.4951,3457.0,,172.560141,7.5878315
K2-3 c,c,24.646582,,,,,0.561,0.601,3896.0,4.734,172.3353708,-1.4551364
K2-3 d,d,44.55646,,,,,0.561,0.601,3896.0,4.734,172.3353708,-1.4551364
K2-3 c,c,24.64638,,1.77,,,0.6,0.62,3835.0,4.66,172.3353708,-1.4551364
K2-3 d,d,44.55764,,1.65,,,0.6,0.62,3835.0,4.66,172.3353708,-1.4551364
K2-111 b,b,5.3518,,1.82,,3.192,1.25,0.84,5775.0,4.25,59.8903081,21.2985263
K2-111 c,c,15.6785,,,,,1.25,0.84,5775.0,4.25,59.8903081,21.2985263
WASP-107 c,c,1088.0,,,,,0.67,0.683,4425.0,4.633,188.3864277,-10.1462141
WASP-107 b,b,5.7214742,,10.626132,,,0.66,0.69,4430.0,4.5,188.3864277,-10.1462141
HD 106315 b,b,9.55385,,2.4,1146.0,3.816,1.281,1.027,6254.0,4.234,183.4724742,-0.3934357
K2-99 b,b,18.249,,14.45961,,12.0,3.1,1.6,5990.0,3.67,208.7737624,-5.4424943
HIP 41378 b,b,15.572098,,,,,1.343,1.168,6226.0,,126.6158279,10.0803708
K2-110 b,b,13.86387,,2.56,575.0,,0.71,0.75,4950.0,4.61,207.3497402,-12.2849182
K2-32 b,b,8.992,,5.299,837.0,3.488,0.86,0.83,5271.0,4.49,252.426008,-19.5430504
K2-32 c,c,20.66093,,3.134,634.0,4.35,0.86,0.83,5271.0,4.49,252.426008,-19.5430504
K2-100 b,b,1.6739035,,3.88,1841.0,,1.24,1.15,5945.0,4.33,129.6010863,20.1060074
K2-280 b,b,19.89526,,7.5,787.0,8.267,1.28,1.03,5500.0,4.21,291.5953596,-22.2477071
K2-180 b,b,8.8665,0.12,2.24179614,729.0,2.98,0.69,0.71,5110.0,4.3,126.4643579,10.246577
GJ 9827 b,b,1.208966,,1.58,1114.0,1.281,0.622,0.637,4219.0,4.657,351.7717763,-1.2853435
GJ 9827 c,c,3.64823,,1.24,771.0,1.825,0.622,0.637,4219.0,4.657,351.7717763,-1.2853435
K2-126 b,b,7.385453,,2.0,,2.6304,0.66,,,,203.5467021,-13.5769705
K2-3 c,c,24.646582,,1.69,381.0,,0.6,0.62,3835.0,,172.3353708,-1.4551364
K2-3 d,d,44.556456,,1.62,312.0,,0.6,0.62,3835.0,,172.3353708,-1.4551364
K2-36 b,b,1.422614,,1.43,1328.0,,0.718,0.79,4916.0,,169.4490102,3.8665038
K2-36 c,c,5.340888,,3.2,854.0,,0.718,0.79,4916.0,,169.4490102,3.8665038
EPIC 220674823 b,b,0.571292,,1.725,2300.0,,0.988,0.95,5532.0,,13.0800239,10.7947051
EPIC 220674823 c,c,13.3397,,2.836,805.0,,0.988,0.95,5532.0,,13.0800239,10.7947051
K2-110 b,b,13.86375,,2.592,638.0,,0.713,0.738,5010.0,,207.3497402,-12.2849182
GJ 9827 c,c,3.648096,,1.241,813.0,,0.602,0.606,4305.0,,351.7717763,-1.2853435
K2-3 c,c,24.646729,,1.582,371.8,,0.546,0.549,3844.0,4.704,172.3353708,-1.4551364
K2-3 d,d,44.55603,,1.458,305.2,,0.546,0.549,3844.0,4.704,172.3353708,-1.4551364
EPIC 211945201 b,b,19.4921498,,,,,1.38,1.18,6025.0,4.25,136.5741931,19.4020565
GJ 9827 b,b,1.2089749,,,,,0.651,0.659,4255.0,4.7,351.7717763,-1.2853435
K2-121 b,b,5.1857532,,,,,0.768,0.711514,4471.38,,126.9366624,17.5793267
K2-199 c,c,7.3744828,,,,,0.667422,0.705681,4681.0,4.69,208.9014508,-6.1360833
K2-261 b,b,11.6334758,,,,,1.65,1.1,5537.0,4.21,163.0323119,0.493167
K2-31 b,b,1.25784887,,,,,0.78,0.91,5280.0,4.6,245.4405531,-23.548273
GJ 9827 b,b,1.208974,,1.44,1035.01,,0.58,0.62,4236.0,4.719,351.7717763,-1.2853435
GJ 9827 d,d,6.201812,,1.89,599.68,,0.58,0.62,4236.0,4.719,351.7717763,-1.2853435
K2-108 b,b,4.73355750515,0.09302504,5.38526663,1377.32,3.2089234,1.75896,,5496.0,3.93163,123.3818484,16.419516
WASP-47 b,b,4.159151,,12.86,,,1.156,1.058,,,331.203092,-12.019067
WASP-47 e,e,0.78961,,1.83,,,1.156,1.058,,,331.203092,-12.019067
K2-98 b,b,10.1367349,0.093,5.06645928,1185.0,5.1216,1.518,1.246,6260.0,4.169,126.4882114,11.5110933
K2-180 b,b,8.865663,0.0987,2.46597575,797.5,2.8488,0.719,0.735,5365.0,4.591,126.4643579,10.246577
K2-261 b,b,11.6334681,0.2781,9.26982704,1036.0,5.1288,1.663,1.107,5490.0,4.04,163.0323119,0.493167
K2-265 b,b,2.36902,0.0287,1.70824866,1366.0,2.3088,0.92,0.901,5420.0,4.465,342.0316493,-14.4947789
HD 106315 c,c,21.05652,,,,4.728,1.269,,6364.0,,183.4724742,-0.3934357
WASP-47 c,c,588.8,,,,,1.137,1.04,5552.0,,331.203092,-12.019067
WASP-47 d,d,9.03052118,,,,4.288,1.137,1.04,5552.0,,331.203092,-12.019067
WASP-107 b,b,5.7214742,,,,2.7528,0.67,,4425.0,,188.3864277,-10.1462141
K2-342 b,b,11.561514,0.0255,2.4,,3.0744,1.406,,6140.0,4.255,133.1218996,21.2386816
K2-180 b,b,8.8656511,,2.52,802.0,,0.72,0.72,5306.0,4.57,126.4643579,10.246577
K2-121 b,b,5.1857539,,7.52,738.0,,0.67,0.69,4690.0,4.63,126.9366624,17.5793267
K2-261 b,b,11.633478,0.2814,9.52763359,1046.0,5.138,1.642,1.09,5445.0,4.044,163.0323119,0.493167
K2-261 b,b,11.633478,0.2804,9.50521563,1030.0,5.138,1.641,1.266,5503.0,4.111,163.0323119,0.493167
K2-199 b,b,3.2253993,,1.73,913.0,2.017,0.682,0.711,4491.0,,208.9014508,-6.1360833
WASP-47 e,e,0.789655,,1.8,,,1.1,,5565.0,4.3,331.203092,-12.019067
EPIC 220674823 b,b,0.571212,,1.6,,,0.95,,5613.0,4.6,13.0800239,10.7947051
K2-229 b,b,0.584216,,1.0,,,0.79,,5315.0,4.6,186.8729195,-6.7218474
HAT-P-54 b,b,3.79985297,,,,,0.617,0.645,4390.0,4.667,99.8979924,25.4824005
Wolf 503 b,b,,0.07443595,1.7575203,481.29,1.6479258,0.641805,,4759.0,4.70975,206.8461979,-6.1393369
K2-38 c,c,10.56104,,2.18,862.0,,0.924,1.04,5679.0,4.32,240.0333095,-23.1894196
K2-38 b,b,4.01668,,1.55,1189.0,,0.924,1.04,5679.0,4.32,240.0333095,-23.1894196
HAT-P-54 b,b,3.79985363,,,,,,,,,99.8979924,25.4824005
GJ 9827 b,b,1.2089755,0.0668,1.68645,1183.0,1.286,0.63,,4199.0,4.65321,351.7717763,-1.2853435
K2-55 b,b,2.849282,0.401,4.75272,912.0,1.907,0.74,,4279.0,4.53,333.7518786,-17.2508002
K2-36 c,c,5.3410507,0.1545,3.12,,,0.726,0.81,4953.0,4.598,169.4490102,3.8665038
HIP 41378 c,c,31.71802083162,0.0292865,2.29980485,696.5,2.3326321,1.30883,,6352.33,4.30502,126.6158279,10.0803708
WASP-47 b,b,4.1591488,1.28,12.1616,1259.0,3.54,1.11,,5576.0,4.34,331.203092,-12.019067
K2-180 b,b,8.86528860869,0.16999442,4.28539694,691.34,3.2904518,0.697439,,5368.0,4.71954,126.4643579,10.246577
K2-222 b,b,15.3886606556,0.04071051,2.53826377,779.17,4.3300643,1.0623,,6101.0,4.44514,16.4625203,11.7537171
K2-100 b,b,1.6739029,0.0863,3.44449,1461.0,1.355,1.22,,6115.5,4.33,129.6010863,20.1060074
