pl_name,pl_letter,pl_orbper,pl_trandep,pl_rade,pl_eqt,pl_trandur,st_rad,st_mass,st_teff,st_logg,ra,dec
K2-113 b,b,5.8176452,0.9178,11.6459,1136.0,2.577,1.22,,5633.4,4.27,19.4493823,6.8688469
K2-128 b,b,5.67556,0.0332,1.117,,1.8048,0.578,,,,204.4376666,-8.5970858
EPIC 212297394 c,c,5.213965,,2.27,866.0,2.62,0.8,0.83,5171.0,4.55,207.2061241,-17.6098985
EPIC 212587672 c,c,23.24110566,0.069,,,4.505,0.94987,1.13,6055.0,4.53582,205.4445125,-10.8625468
K2-370 b,b,2.14084,,3.207,,1.9,0.971,0.984,5377.0,4.454,67.8205302,19.8316901
K2-370 b,b,2.14084,,3.207,,,0.971,0.984,5377.0,4.454,67.8205302,19.8316901
K2-87 b,b,9.726618,,7.6,979.0,4.56,1.401,1.164,5747.0,4.208,66.2363638,18.8273617
K2-177 b,b,14.155185,,2.1162048,,,1.213565,1.210525,6063.0,4.38,55.2296156,20.7360891
K2-155 c,c,13.853487,,,,,0.526,0.54,3919.0,4.732,65.469614,21.3532633
K2-30 b,b,4.0984791,,,,,0.844,0.9,5425.0,4.54,52.3420548,22.2993491
K2-178 b,b,8.747818,,3.55790985,,,0.887267,0.95109,5525.0,4.55,52.8888524,22.4348186
K2-90 b,b,13.71468745,0.149,,,4.339,0.650887,0.647,4133.13,4.62196,59.1527391,22.4724517
K2-90 c,c,2.90032,,1.02,,1.27,0.494,0.562,4136.0,4.791,59.1527391,22.4724517
K2-90 b,b,13.7311,,2.04,,3.08,0.494,0.562,4136.0,4.791,59.1527391,22.4724517
K2-91 b,b,1.419549,,1.1,,0.945,0.284,0.292,3622.0,5.0,63.2182348,24.2047218
K2-29 b,b,3.25883164155,2.27432338,12.87148683,1047.39,2.2220346,0.817114,,5387.06,4.58431,62.670422,24.4016558
K2-354 b,b,3.794,0.1007,,,1.39008,0.421881,0.415947,3510.0,4.80673,129.1299193,10.1472175
K2-97 b,b,8.407115,0.0891,13.45077684,1566.0,6.2712,4.14,1.17,4673.0,3.276,127.762837,10.8475571
K2-97 b,b,8.406951,,11.5,,5.7192,4.79,,,,127.762837,10.8475571
K2-182 b,b,4.7369669,0.1238,2.93924,1166.0,2.58,0.79,,5069.2,4.46,130.180046,10.9829509
K2-182 b,b,4.736884,,2.76720668,,,0.790138,0.846996,5159.0,4.59,130.180046,10.9829509
K2-330 b,b,13.7748361,0.0309,2.67656,912.0,4.454,1.47,,6266.98,4.19069,126.8968265,11.6674131
K2-330 b,b,13.772626,,2.2,,4.5408,1.25,,,,126.8968265,11.6674131
K2-268 c,c,9.325,0.0923,,,2.87688,0.801255,0.839,5035.99,4.55429,133.7094899,11.8482712
K2-268 b,b,2.151676,,1.5,1136.0,1.97,0.78,0.84,5106.0,4.58,133.7094899,11.8482712
K2-114 b,b,11.38576954,1.47,,,4.39,0.875936,0.81,4913.0,4.46161,127.882912,11.922255
K2-114 b,b,11.390955,1.6232,10.71,,3.864,0.854,,,,127.882912,11.922255
K2-114 b,b,11.391432,,11.1,,3.8304,0.9,,,,127.882912,11.922255
K2-273 b,b,11.722228,0.1296,2.7,,,0.799,,,,129.7768928,19.0100046
K2-252 b,b,13.81513,0.036,1.74,639.0,3.6,0.82,0.79,5152.0,4.5,182.3663818,-8.3096141
K2-46 b,b,19.153,0.0333,2.4,,7.008,1.25,,,,174.2662454,-0.90721
EPIC 211812935.01,,3.6079916,0.6055,15.3816,1228.0,2.991,1.89,,5308.3,,133.1478987,17.4997633
EPIC 251308775.01,,2.804246,6.91,,,3.924,2.42516,1.08,5938.45,3.70201,139.9816627,17.5099047
K2-126 b,b,7.387066,,1.79540442,,,0.588892,0.610472,4396.0,4.73,203.5467021,-13.5769705
K2-285 c,c,7.138048,0.21,3.53,741.4,2.52,0.787,0.83,4975.0,4.4,349.3843458,1.3001522
K2-403 b,b,33.5920255,0.3352,9.88421,949.0,6.385,0.91,,5468.0,4.5,164.1893864,9.6739464
EPIC 201324549.01,,2.5194039,0.1935,7.65729,,1.113,1.76,,6380.0,,171.2359519,-2.0851597
K2-172 c,c,29.6245,0.1302,3.02,,4.992,0.824,,,,335.3081368,-12.5569819
EPIC 202088212.01,,2.62077,,58.0,,2.112,1.4,,6302.0,4.23,95.6412795,14.7417216
EPIC 211799258.01,,19.53403,,12.7,,1.2888,0.45,,,,128.2459539,17.3064583
EPIC 226042826.01,,3.128977,,1.282,,3.3,0.976,1.478,5140.0,4.625,263.960982,-21.3840777
EPIC 203616858.01,,1.68027,0.0262,2.9,,2.616,1.275,,,,253.038729,-25.5306763
EPIC 211319779.01,,13.8240078,0.114,2.38171,681.0,3.512,0.71,,5129.0,4.67,127.1544879,10.2494875
EPIC 229133720.01,,4.036791,,2.33800166,,,0.72841,,4933.0,4.65,187.1349231,1.6134271
K2-374 c,c,16.43445,,2.213,,,0.907,0.731,5789.0,4.386,137.3794986,16.3558324
EPIC 206114630.01,,7.4448754,0.061,2.11,,1.03,0.78,,5132.0,,330.330489,-11.7244144
EPIC 211809568.01,,0.593274,63.6988,,,1.9608,1.07692,0.98,5557.0,4.36492,135.9347837,17.4516768
EPIC 211492449.01,,16.24196986,0.241,,,4.391,10.4554,,4499.02,,130.9384149,13.0304324
EPIC 201617985.01,,7.28116,,1.79,,,0.541438,0.537488,3726.0,4.70134,179.4915118,2.321497
K2-374 b,b,4.521953,,1.593,,3.0,0.907,0.731,5789.0,4.386,137.3794986,16.3558324
K2-384 c,c,4.194766,,1.191,,,0.348,0.33,3623.0,4.874,20.4998403,0.7509701
EPIC 211987231.01,,17.035203,2.208,53.0,,2.508,1.51,,,,137.3828987,20.048337
K2-115 b,b,20.272,1.4508,,,3.14088,0.85554,1.026,5742.0,4.58473,126.5535002,12.281851
K2-372 b,b,9.844017,,3.0,,3.6288,0.91,,,,130.7988719,13.0094226
K2-269 b,b,4.144937,,1.4,,2.7096,1.28,,,,130.1551381,13.0146799
K2-331 c,c,22.996591,,2.72,673.0,4.43,1.06,1.1,5994.0,4.43,132.7376431,13.170269
K2-419 A b,b,20.35847252,,10.55,377.0,3.574,0.541,0.562,3711.0,4.74,135.0194934,13.2737056
K2-419 A b,b,20.358748,,10.0,,3.5904,0.53,,,,135.0194934,13.2737056
K2-355 b,b,5.7385647,,2.25,1066.0,,0.92,0.96,5790.0,4.49,124.6426189,13.5027816
K2-270 c,c,4.4,0.1297,,,1.45608,0.826001,0.754,4712.91,4.48148,131.2665588,13.5497322
K2-270 b,b,1.543041,,1.5,,1.7592,0.82,,,,131.2665588,13.5497322
K2-270 c,c,4.400037,,3.3,,1.56,0.82,,,,131.2665588,13.5497322
K2-270 b,b,1.543452,0.0286,1.3,,1.644,0.735,,,,131.2665588,13.5497322
K2-373 b,b,11.02066,,2.061,,,1.486,1.158,6138.0,4.156,123.1361518,13.6884986
EPIC 246178445.01,,6.39595,,,,,0.68,,3972.0,,347.4535633,-5.4664297
EPIC 206439513.01,,18.415126,,69.44309317,,,3.465887,,6211.0,3.56,337.8536542,-5.9779773
EPIC 211754117.01,,13.798845,,1.665,,3.0,0.68,0.824,4980.0,4.686,134.1480303,16.6656338
EPIC 212703473.01,,6.788,0.0204,,,2.784,1.09551,,5841.15,,201.2364742,-8.1717857
EPIC 212150006.01,,0.898,0.1878,,,0.95808,,,,,128.1695507,23.0320039
EPIC 215364084.01,,2.74324,0.135,28.0,,5.928,4.88,,,,281.5128962,-24.3741791
EPIC 203710387.01,,1.404411,,99.0,,2.28504,2.02,,6933.0,4.02,244.1277536,-25.2057083
K2-35 c,c,5.60967748,0.093,,,2.29,0.779092,0.68,4323.44,4.4874,170.1031027,1.2858679
K2-266 d,d,14.6982,,,,,0.703,0.686,4285.0,4.581,157.9356855,0.9372782
K2-197 b,b,8.358,0.0515,,,3.21408,0.923,0.997,5627.0,4.50636,202.3934779,-7.3739779
K2-4 b,b,10.00329,0.12,2.37,563.0,,0.6,0.63,4197.0,,174.7455392,-3.9055746
EPIC 220400525.01,,57.8396,0.899,9.8,,6.552,0.729,,,,17.1746887,4.7252207
EPIC 205029914.01,,4.98205,,2.3,,3.92592,1.01,,5594.0,4.382,249.0251664,-19.7445289
EPIC 201390927.01,,2.638,0.11,2.91,1313.0,1.6992,,,4264.47,,184.5853275,-1.0989451
EPIC 202059377.01,,1.57753,,26.0,,0.0,1.93,,7747.0,4.08,99.184275,21.651567
EPIC 204990932.01,,21.9184,0.133,3.18,,2.904,0.72,,,,245.551683,-19.9298146
EPIC 205152172.01,,0.98036126,0.0523,1.44,,1.14,0.58,,3932.0,,245.1798804,-19.1443126
K2-33 b,b,5.4224,0.18,,,,0.909623,0.349,3318.0,4.06317,242.5613635,-19.3193831
EPIC 205950854 c,c,8.050722,,1.31,960.6,,0.83,0.877,5502.7,,333.1100738,-16.3418863
K2-21 c,c,15.50116,,1.53,,2.333,0.46,0.523,4006.0,4.828,340.3037846,-14.4893256
K2-21 b,b,9.325038,,1.84,,,0.646783,0.676023,4222.06,,340.3037846,-14.4893256
EPIC 206024342 d,d,14.6435,0.0872,2.52,,4.008,0.823,,,,331.2771441,-14.1218019
K2-58 c,c,2.537071,,1.62512091,,,0.803348,0.857874,5134.0,4.54,333.8218395,-14.049857
K2-60 b,b,3.00265,,7.655747,1400.0,3.08,1.12,0.97,5500.0,4.07,338.6062312,-13.7318044
K2-367 b,b,20.643928,0.118,2.54,,1.94,0.68,,4396.0,,337.8588454,-13.2644554
K2-172 b,b,14.316941,,1.66608079,,,0.868889,0.934356,5569.0,4.61,335.3081368,-12.5569819
K2-69 b,b,7.0658874,0.21,3.07,,1.65,0.61,,4059.0,,335.7596816,-10.4886817
K2-72 d,d,7.760178,,1.01,,,0.330989,0.271365,3360.47,,334.6227504,-9.6120084
K2-72 b,b,5.57739,,0.75,,1.67,0.232,0.217,3497.0,5.048,334.6227504,-9.6120084
EPIC 206317286 c,c,17.5125,0.0948,2.15,,3.936,0.669,,,,337.6178427,-7.972456
K2-77 b,b,8.20008746059,0.10795927,2.79975419,704.46,2.4601181,0.793476,,4865.6,4.54,55.228521,12.572448
K2-80 b,b,19.0918,,2.01,,4.46,0.87,0.9,5441.0,4.519,59.037486,13.5590288
K2-80 d,d,28.867253,,2.55211506,,,0.841458,0.913111,5377.0,4.65,59.037486,13.5590288
K2-80 c,c,5.605309,,1.48914397,,,0.841458,0.913111,5377.0,4.65,59.037486,13.5590288
K2-174 b,b,19.562307,,2.6,455.0,5.808,0.676,0.7,4455.0,4.625,60.7929729,16.347166
EPIC 202675839.01,,15.465691,0.249,4.13,,3.08,0.76,,4989.0,,243.8422245,-28.7802178
EPIC 215854715.01,,11.12366,0.0427,1.8,,3.576,0.8327,,,,293.2016762,-23.4151604
K2-387 b,b,28.735998,,4.0,,2.9904,0.35,,,,19.4418282,11.3684915
WASP-151 b,b,4.5334775,1.0664,13.30506009,1312.0,3.6643,1.181,1.081,,,349.0634651,0.3066895
WASP-151 b,b,4.533471,,12.66617,1290.0,3.66,1.14,1.077,5871.0,4.35,349.0634651,0.3066895
K2-395 c,c,8.491282,,3.395,,2.3,0.783,0.952,5007.0,4.628,70.4438684,16.6743415
K2-260 b,b,2.6266974,,,,,1.69,1.39,6367.0,4.15,76.8673317,16.8676948
EPIC 205996447.01,,0.80032756,10.4,21.3,,2.0,0.61,,4028.0,,339.7266671,-14.9256728
EPIC 212150006.01,,0.89803906,0.163,,,1.611,,,,,128.1695507,23.0320039
BD+20 594 b,b,41.6855,0.049,2.57807,,,1.08,1.67,5766.0,4.5,53.6511231,20.5990205
K2-30 b,b,4.09849,,11.982421,1203.0,,0.839,0.917,5575.0,4.6,52.3420548,22.2993491
K2-90 b,b,13.734907,,2.53,,,0.634754,0.704613,4421.98,,59.1527391,22.4724517
K2-29 b,b,3.2589263,1.884,11.209,1076.0,2.13,0.748,0.864,5222.0,4.626,62.670422,24.4016558
EPIC 206360885.02,,1.49462,0.0779,1.8,,1.848,0.586,,,,337.8799569,-7.2689116
K2-176 b,b,5.329439,,1.49090097,,,0.86416,0.938545,5428.0,4.63,58.2691796,17.9069486
K2-97 b,b,8.405276,,8.04276104,,,2.949151,1.054213,4836.0,3.5,127.762837,10.8475571
K2-182 b,b,4.736893,0.1178,2.86,,2.58,0.822,,,,130.180046,10.9829509
K2-182 b,b,4.7369696,0.0988,2.71257333,965.8,2.56632,0.789,0.823,5128.0,4.56,130.180046,10.9829509
K2-182 b,b,4.736834,,2.9,,2.5704,0.82,,,,130.180046,10.9829509
K2-371 b,b,3.114878,,12.5,,2.3592,0.77,,,,128.0670932,11.6307099
K2-330 b,b,13.773,0.0245,,,4.31112,1.46908,1.221,6266.98,4.19069,126.8968265,11.6674131
K2-268 c,c,9.3261,,3.1,,2.8104,0.78,,,,133.7094899,11.8482712
K2-268 e,e,6.13174,0.0436,1.72,,2.448,0.773,,,,133.7094899,11.8482712
K2-372 b,b,9.84413,0.1093,3.23,,3.696,0.9395,,,,130.7988719,13.0094226
K2-183 d,d,22.629496,,2.54112738,,,0.873283,0.942219,5482.0,4.6,125.007177,14.0194586
K2-185 b,b,10.6161,0.0162,1.19,,2.544,0.891,,,,130.2596625,14.6902225
K2-185 c,c,52.7099,0.0757,2.48,,4.92,0.891,,,,130.2596625,14.6902225
K2-333 b,b,14.75650149447,0.2238483,5.7395617,810.78,4.9375033,1.20174,,5790.7,4.3,136.7892752,15.2056765
K2-271 b,b,8.562,0.4581,,,2.97504,1.02304,0.98,5545.28,4.4095,125.2239144,16.0907958
EPIC 211493669.01,,0.58337,1.6936,,,1.164,0.742872,1.04,5802.79,4.71327,131.6413223,13.0490997
EPIC 201456770.01,,8.006875,,2.384,,2.5,0.846,0.904,5403.0,4.538,185.6973984,-0.1218824
EPIC 217231249.01,,4.833191,1.8419,25.31,,4.8,1.8456,,,,288.2290343,-20.9394612
EPIC 206192335.01,,3.59905,,1.58797235,,,0.826124,,5459.0,4.59,332.6644652,-9.889599
EPIC 201828749.01,,33.515399,0.0822,2.03,,4.81,0.65,,4222.0,,175.6541539,5.8942286
EPIC 220679255.01,,8.1344,0.0389,2.36,,1.92,1.153,,,,13.5724016,10.9092439
EPIC 210678858.02,,14.8484,0.1018,2.68,,3.6,0.816,,,,51.5489144,18.0665887
EPIC 211526186.01,,0.682618,1.0943,,,1.1688,2.77001,1.16,6120.16,3.61756,135.274273,13.5092749
K2-136 c,c,17.3070631,0.1909,3.7275,658.0,3.646,0.77,,4230.6,4.48,67.4128615,22.8825674
K2-266 b,b,0.658524,0.18,3.3,1515.0,0.33336,0.703,0.686,4285.0,4.581,157.9356855,0.9372782
K2-266 d,d,14.697,0.1465,2.93,538.3,3.408,0.703,0.686,4285.0,4.581,157.9356855,0.9372782
K2-400 b,b,3.865053,,1.163,,1.6,0.382,0.374,3578.0,4.847,154.5110307,3.6969271
K2-402 b,b,17.27474,,2.678,,5.2,1.28,0.944,5716.0,4.197,161.451913,6.419318
EPIC 201565013.01,,8.6382631,2.43,8.53,,1.89,0.5,,3720.0,,176.9920988,1.5102769
K2-104 b,b,1.974238,,1.96,,,0.492279,0.426533,3546.46,,129.6366594,19.7737202
K2-122 b,b,2.219282,,1.21,814.0,,0.6,0.62,4027.0,4.68,126.4762179,20.3593384
K2-343 b,b,2.78711,0.147,2.0,,1.728,0.507,,,,134.2021746,21.5026882
K2-124 b,b,6.41362,0.553,2.36,,1.6488,0.299,,,,133.6410515,23.1329509
K2-190 b,b,10.098858,,1.35673729,,,0.912206,0.904597,5631.0,4.38,205.3630485,-13.1608686
K2-191 b,b,2.85794855,0.026,,,2.799,0.891502,0.832,5012.0,4.45795,201.6391407,-12.8066737
K2-377 b,b,12.832235,,1.693,,,0.691,0.821,4200.0,4.673,202.897887,-12.0951142
K2-195 c,c,28.482786,,2.57581891,,,0.906367,0.963364,5712.0,4.55,199.8315191,-8.5095364
EPIC 212328538.01,,3.56467,0.075,1.62,,1.848,0.564,,,,207.9868012,-16.7067415
EPIC 220192485.01,,50.6939885,1.12,8.48837,364.0,4.068,0.78,,5216.0,4.6039,19.1306968,-0.290103
K2-115 b,b,20.2730282,1.7182,10.4386,592.0,3.651,0.86,,5742.0,4.58473,126.5535002,12.281851
K2-404 b,b,13.115365,,2.53,,,0.552,0.552,3748.0,4.695,160.3249517,12.1911149
K2-405 b,b,3.435471,,4.569,,,0.765,1.034,4927.0,4.685,164.3759959,12.535614
K2-406 b,b,22.549406,,4.602,,4.8,0.961,0.798,5784.0,4.374,230.8872242,-25.3706149
K2-407 c,c,9.22453,,1.36,,,0.927,0.881,5563.0,4.45,232.5552584,-23.0067371
K2-407 c,c,9.22453,,1.36,,3.7,0.927,0.881,5563.0,4.45,232.5552584,-23.0067371
K2-315 b,b,3.1443189,,0.95,460.0,0.821,0.196,0.174,3300.0,5.094,228.0210932,-20.1081634
K2-240 b,b,6.034,0.131,2.0,586.0,2.1528,0.54,0.58,3810.0,4.7,227.849371,-17.8754464
K2-408 b,b,20.978959,,1.677,,,0.784,0.813,5335.0,4.559,227.9168555,-17.6842698
HD 137496 c,c,479.9,,,370.0,,1.59,1.04,5799.0,4.05,231.7420543,-16.5090014
EPIC 211762841.01,,1.56494,0.122,2.06,,0.6672,0.556,,,,128.9263659,16.7892549
EPIC 212040382.01,,4.445559,0.4228,15.9,,3.6312,2.237,,6520.0,3.932,136.1699005,20.9314478
EPIC 210401157.01,,1.3155918,3.733,38.3,,2.196,1.69,,,,59.3662764,13.4936805
EPIC 212737443 b,b,13.603,0.1212,,,2.76,0.669035,0.724,4581.0,4.64691,204.2215065,-7.3180577
K2-383 b,b,1.865979,,1.85861238,,,0.825125,,5231.0,4.68,282.008765,-18.3795798
K2-384 c,c,4.19525,0.146,1.05,,1.272,0.257,,,,20.4998403,0.7509701
K2-208 b,b,4.190948,,1.67866113,,,0.862368,0.925184,5582.0,4.62,20.7789809,0.8890076
EPIC 211822797 b,b,21.1595,0.06,,,,0.597044,0.585671,3811.0,4.65371,130.4102091,17.6399744
WASP-28 b,b,3.408833,1.6032,14.2632,1430.0,3.163,1.11,,6134.0,4.41,353.6162694,-1.5799849
K2-289 b,b,13.156974,0.778,5.19,,3.93,0.54,,3816.0,,246.6429443,-15.7925384
K2-352 b,b,3.665912,,1.37,1160.0,1.63,0.95,0.98,5791.0,4.47,140.4451478,18.469628
WASP-118 b,b,4.0460435,0.755,16.14096,1729.0,4.8048,1.696,1.32,6410.0,4.1,19.5505861,2.7027847
K2-385 b,b,2.38098,0.0506,1.72,,1.92,0.734,,,,12.6140752,5.8712567
K2-295 b,b,4.02488968,,,,,0.7,0.74,4444.0,4.63,19.6101417,6.8167277
K2-295 b,b,4.0248735,2.3775,11.6786,876.0,2.384,0.75,,4492.0,4.52,19.6101417,6.8167277
K2-150 b,b,10.59366,0.21,1.71,,2.4,0.36,,,,18.3443908,8.9874328
K2-223 c,c,4.562546,,1.5,,,1.0,,5859.0,4.5,185.306183,-10.2820915
K2-140 b,b,6.56918,1.28,12.25,957.0,3.3,0.99,1.0,5705.0,4.45,188.1373172,-9.6076115
K2-140 b,b,6.569188,1.557,13.56286665,962.0,3.81,1.06,0.96,5585.0,4.4,188.1373172,-9.6076115
K2-154 b,b,3.67635,,2.23,,,0.649,0.672,3978.0,4.645,189.0015173,-2.6696217
EPIC 228784812.01,,4.18787,0.014,1.36,1142.0,2.2008,0.972391,0.988,5589.98,4.45714,185.4282484,-7.4110169
EPIC 210843708.01,,0.7041655,0.117,,,1.775,9.3189,,4564.0,,57.7890482,20.5350814
EPIC 203925865.01,,8.79689,0.0527,4.85,,6.96,2.047,,,,253.0328697,-24.3879636
EPIC 201927336.01,,6.4498648,0.0814,2.63,,1.63,0.85,,5395.0,,170.9338271,7.9170687
EPIC 201785059.01,,1.395336,0.0665,0.76,,1.2312,0.28,,,,170.6976906,5.0951726
EPIC 211738534.01,,0.56802,1.3803,,,3.3336,0.451115,0.447745,3385.0,4.78052,136.2090845,16.4458014
EPIC 211064647.01,,,1.265,44.0,,7.176,1.6,,,,63.3668036,24.0030491
EPIC 201775904.01,,,1.3972,35.0,,4.8072,1.266,,,,168.0081427,4.9320303
EPIC 211817229.01,,2.17693,,7.92,,,0.170856,0.14116,3176.0,5.12252,126.9728935,17.5583062
EPIC 201238163.01,,1.0829614,0.0655,1.56,,1.22,0.56,,3875.0,,173.2627978,-3.3887192
EPIC 211733267.01,,8.658143,0.7969,19.1,,1.6968,0.9,,,,130.0093645,16.3723455
EPIC 210659688.01,,2.357651,0.469,1.95,,0.8352,0.267,,,,55.5807493,17.8002937
K2-275 c,c,8.438756,,2.34,660.0,,0.73,0.79,4812.0,4.61,132.1698795,20.4550162
EPIC 206042996 b,b,5.29853,0.197,3.32,,3.144,0.668,,,,337.5136198,-13.6101475
K2-29 b,b,3.258768,,11.42,,2.071,0.85,0.94,5323.0,4.55,62.670422,24.4016558
EPIC 202064253.01,,21.140574,5.01,31.5,,4.63,1.29,,6205.0,,91.5042033,22.891765
EPIC 212443457.01,,24.482,0.804,28.2,,8.016,2.763,,,,209.40894,-13.9427014
EPIC 206468053.01,,27.837146,,5.149,,7.4,0.64,0.741,4241.0,4.696,340.3502909,-5.4936767
EPIC 211506851.01,,10.542179,,3.123,,3.3,0.916,0.81,5441.0,4.423,129.2557752,13.2359338
EPIC 201164625.01,,2.71189,0.02,4.34,2336.0,3.1008,3.16745,1.28,6402.0,3.54386,181.5936878,-4.9467043
EPIC 212639319.01,,13.843678,,21.4,,1.7688,0.81,,,,199.5780236,-9.6918696
K2-138 g,g,41.96645,,3.18,445.0,4.035,0.839,0.916,5283.0,4.538,348.9490311,-10.8497391
K2-294 b,b,2.50387,,1.66,1425.0,2.6,1.2,0.987,5612.0,4.2,352.0516724,-7.6037856
K2-395 c,c,8.491282,,3.395,,,0.783,0.952,5007.0,4.628,70.4438684,16.6743415
K2-395 b,b,4.803352,,2.597,,,0.783,0.952,5007.0,4.628,70.4438684,16.6743415
EPIC 201923289.01,,0.78214992,0.0226,1.29,,1.31,0.79,,5144.0,,174.9206066,7.8258194
EPIC 211477347.01,,1.641114,23.2835,,,4.404,1.10451,2.02,8231.0,4.65708,130.746916,12.8116845
EPIC 213462890.01,,5.84643,1.521,10.4,,1.968,0.698,,,,289.0979247,-29.3368857
EPIC 201577112.01,,44.394,1.517,4.07,,2.784,0.318,,,,177.7087476,1.6919004
EPIC 211822797 b,b,21.1701963,,1.92,431.0,,0.58,0.62,4057.0,4.7,130.4102091,17.6399744
HAT-P-56 b,b,2.7908327,,16.432394,,,1.428,1.296,6566.0,,100.8480137,27.2521823
HAT-P-56 b,b,2.790833,,,,,,,6568.0,4.26,100.8480137,27.2521823
K2-416 b,b,13.102,,2.66,447.0,2.77,0.554,0.548,3746.0,4.691,349.2211822,-5.2015032
K2-260 b,b,2.6266657,0.947,17.396368,1957.0,4.1676,1.69,1.39,6367.0,4.15,76.8673317,16.8676948
K2-396 b,b,0.673862,,1.579,,,0.92,0.954,5236.0,4.488,74.6928607,17.2690562
K2-324 b,b,3.262,0.199,2.43,707.0,,0.505,0.517,3752.0,4.743,157.6222171,6.8636732
K2-48 b,b,20.507693,0.124,2.78,,3.57,0.72,,4728.0,,176.1233077,3.2723812
K2-352 d,d,14.869943,0.19,4.4,,2.8632,0.923,,5930.0,4.497,140.4451478,18.469628
K2-333 b,b,14.759287,,6.18,826.0,4.96,1.22,1.06,5880.0,4.29,136.7892752,15.2056765
K2-89 b,b,1.095979,,1.08,,,0.535057,0.531616,3677.0,4.70687,57.0671234,20.4594885
K2-122 b,b,2.219368,0.0432,1.17,,1.236,0.532,,,,126.4762179,20.3593384
HIP 116454 b,b,9.1205,0.097,2.46598,,,0.72,0.81,5089.0,4.59,353.9543517,0.4447043
K2-158 c,c,5.90279,0.015,1.28,948.0,5.0,0.95,0.92,5503.0,4.45,179.9397081,-5.7216879
K2-131 b,b,0.369311,,1.5,,,0.81,,5200.0,4.6,182.751404,-9.7652392
K2-50 b,b,8.7529874,0.119,2.46,,2.91,0.65,,4252.0,,169.483654,5.988289
K2-278 b,b,3.335115,,1.6,,3.48,0.9,,,,203.3018653,-14.5041057
K2-349 b,b,9.032178,,1.38,518.0,3.25,0.49,0.54,4385.0,4.78,199.0996546,-14.4447454
K2-350 b,b,4.163873,,1.54,1158.0,2.75,1.04,0.98,5789.0,4.39,204.0355092,-14.0092516
K2-348 b,b,4.6886342,0.1469,3.36071,946.0,2.651,0.87,,4954.0,4.47,130.8783479,24.4229559
K2-350 c,c,19.9901,0.0748,2.81,,4.56,1.006,,,,204.0355092,-14.0092516
K2-191 b,b,2.858646,,1.57889322,,,0.839696,0.900994,5176.0,4.57,201.6391407,-12.8066737
K2-377 b,b,12.83306,0.0754,1.82,,3.408,0.649,,,,202.897887,-12.0951142
K2-351 b,b,7.806,0.0477,,,2.74992,1.03974,1.03,5739.0,4.41706,206.6522408,-11.8049588
EPIC 212555594.02,,4.162764,,1.5,,1.5504,0.83,,,,206.5823122,-11.5563527
K2-192 b,b,4.162817,,1.52,939.0,,0.81,0.9,5222.0,4.57,206.5823122,-11.5563527
K2-193 b,b,14.787207,,4.01454158,,,0.95685,0.9943,5623.0,4.46,205.2371043,-11.0093342
K2-193 b,b,14.78708,0.1692,4.18,,4.3872,1.0085,,,,205.2371043,-11.0093342
K2-193 b,b,14.786,0.1334,,,4.11696,0.982083,0.984,5576.0,4.44677,205.2371043,-11.0093342
EPIC 212587672 b,b,15.2841,,1.12,,,,0.95,,,205.4445125,-10.8625468
EPIC 212587672 c,c,23.226001,,2.24459533,,,0.952744,,5928.0,4.49,205.4445125,-10.8625468
EPIC 212587672 c,c,23.226,,2.3,,3.2304,0.95,,,,205.4445125,-10.8625468
K2-292 b,b,16.9841,,2.63,795.0,3.66,1.09,1.0,5725.0,4.33,205.3758786,-9.9460704
HD 73344 b,b,15.604,,,,,1.22,1.19,6148.0,4.36,129.6894456,23.6852651
HD 73344 b,b,15.61136332661,0.05204898,2.90333467,829.66,3.2002615,1.22568,,6061.77,4.31439,129.6894456,23.6852651
K2-42 b,b,6.6874352,0.137,2.79,,3.1,0.69,,4476.0,,176.6657559,-5.1720463
K2-42 b,b,6.68796,,2.15,,3.04,0.643,0.702,4613.0,4.659,176.6657559,-5.1720463
EPIC 201166680.01,,18.10549,,2.09985108,,,1.224685,,6213.0,4.32,181.1211419,-4.8991358
K2-4 b,b,10.0044,,1.69,,2.87,0.435,0.487,4044.0,4.849,174.7455392,-3.9055746
K2-244 b,b,21.070201,,1.65007129,,,0.890903,,5728.0,4.51,183.4686492,-3.8318097
EPIC 201238110.01,,7.9069606,0.28,3.02,,1.73,0.52,,3772.0,,179.7058532,-3.3894613
EPIC 201238110.01,,7.90417,0.268,2.06,,1.92,0.374,,,,179.7058532,-3.3894613
K2-5 c,c,10.9324,,1.64,,2.84,0.462,0.52,4021.0,4.823,169.3034598,-1.8778254
K2-5 b,b,5.7348462,0.126,2.4,,2.83,0.62,,4088.0,,169.3034598,-1.8778254
K2-45 b,b,1.7292591,2.37,11.0,,1.73,0.66,,4271.0,,169.6327547,-1.7740582
K2-167 b,b,9.977481,,2.8191657,,,1.829853,1.016265,5908.0,3.88,336.5761233,-18.011665
K2-157 b,b,0.365257,,1.05548088,,,0.875749,0.939509,5456.0,4.55,183.7514959,-5.7820178
K2-243 c,c,24.94598,0.019,2.01,801.0,5.2,1.39,1.29,6570.0,4.26,181.1211419,-4.8991358
EPIC 201170410.02,b,6.7987,,1.047,,,0.282,0.287,3648.0,4.999,170.1408561,-4.8070039
K2-43 c,c,2.19945,0.163,2.6,,1.44,0.61,,,,169.117028,-3.9754405
K2-5 b,b,5.73594,,1.91,565.0,2.654,0.57,0.61,3930.0,4.71,169.3034598,-1.8778254
