pl_name,pl_letter,pl_orbper,pl_trandep,pl_rade,pl_eqt,pl_trandur,st_rad,st_mass,st_teff,st_logg,ra,dec,stellar_density
EPIC 212303338.01,,0.595621,0.1357,0.77002,809.0,2.7888,0.863058,0.88,5338.0,4.51,202.9589465,-17.430656,1.3688716354455
EPIC 212304395.01,,1.605718,0.5483,16.0,809.0,1.5144,1.9,0.88,5293.0,4.4905,204.3052548,-17.3974158,0.12829858579967926
EPIC 212330265.01,,4.17458,0.1339,1.08,809.0,1.968,0.28,0.88,5293.0,4.4905,208.3794531,-16.6597257,40.087463556851304
EPIC 212351405.01,,2.549,0.1961,2.6,809.0,3.83304,0.8640925,0.88,5293.0,4.4905,201.6629627,-16.0949766,1.3639610395866055
EPIC 212421673.01,,28.24765,0.9811,38.5,809.0,10.79903999999998,3.57,0.88,5293.0,4.4905,201.6526072,-14.4257998,0.01934095986942039
EPIC 212432685.01,,1.063,0.0231,2.6,809.0,1.31592,0.8640925,0.88,5293.0,4.4905,204.298679,-14.1806008,1.3639610395866055
EPIC 212443973.01,,0.77923,0.1357,0.87,809.0,2.7888,0.8640925,0.88,5293.0,4.4905,205.0089966,-13.9320171,1.3639610395866055
EPIC 212451091.01,,12.666,0.1876,2.6,809.0,3.51,0.948236,1.01,5690.0,4.48856,211.4712473,-13.7793982,1.1846008928047518
EPIC 212454160.01,,0.876,0.015000999999999999,2.6,809.0,7.37208,1.49707,1.06,5849.0,4.11289,203.6372848,-13.7126707,0.3159217617434682
EPIC 212540985.01,,1.096473,2.977,78.0,809.0,3.768,1.913,0.88,5293.0,4.4905,204.3848264,-11.8678329,0.12570071906912078
EPIC 212636654.01,,11.090822,0.1357,1.818,809.0,4.1,0.989,0.652,5763.0,4.259,202.8168022,-9.7530058,0.6739981755468957
EPIC 212661144.01,,2.458783,0.0943,3.11,809.0,1.2576,0.964,0.88,5293.0,4.4905,209.2333019,-9.1875616,0.9823167973814793
EPIC 212679181.01,,1.05459,0.1357,1.29,809.0,2.7888,0.533176,0.529871,3445.0,4.7085,201.7367736,-8.7634221,3.4958949563885016
EPIC 212685467.01,,6.738783,0.9679,24.0,809.0,7.32,0.951,0.88,5293.0,4.4905,207.9654567,-8.6145527,1.0231542706509835
EPIC 212690867.01,,25.8614,0.265,1.58,809.0,2.976,0.295,0.88,5293.0,4.4905,203.3141917,-8.48463,34.27809074929765
EPIC 212757601.01,,1.017968,0.1357,36.1,809.0,0.96,0.75,0.88,5293.0,4.4905,208.154586,-6.7693945,2.0859259259259257
EPIC 212773309.01,,4.68199,0.1357,48.33,809.0,2.7888,0.895684,0.736,4636.0,4.40064,207.3848549,-6.3227922,1.0242674356027237
EPIC 213546283.01,,9.76897,0.1357,2.6,809.0,2.7888,1.2,0.88,5388.0,4.4905,289.3770304,-28.188578156000002,0.5092592592592593
EPIC 213722591.01,,6.7826,0.0633,1.88,809.0,2.712,0.705,0.88,5293.0,4.4905,290.088861,-28.188578156000002,2.511396711140506
EPIC 212562715.01,,13.52475,0.1357,2.27671392,809.0,2.7888,0.888236,0.88,5570.0,4.59,202.1678472,-11.399279,1.2557337273976044
EPIC 212570977.01,,8.85007649,2.597,2.6,809.0,4.384,1.12685,1.0,5639.0,4.33434,205.901248,-11.2236222,0.6988784882250196
EPIC 212570977.01,,8.853,2.4303,2.6,809.0,3.534,1.12685,1.0,5639.0,4.33434,205.901248,-11.2236222,0.6988784882250196
EPIC 212577658.01,,14.069,0.0302,2.6,809.0,3.02304,0.8640925,0.88,5293.0,4.4905,208.7531273,-11.0799874,1.3639610395866055
EPIC 212577658.01,,14.069759,0.1357,1.86705079,809.0,2.7888,0.890011,0.88,5343.0,4.51,208.7531273,-11.0799874,1.2482355558798544
EPIC 212628098.01,,4.352428,0.1357,16.6,809.0,1.6296,0.67,0.88,5293.0,4.4905,200.290373,-9.9491899,2.925891815150134
EPIC 213919915.01,,1.489154,0.015000999999999999,1.9,809.0,1.512,2.4,0.88,5293.0,4.4905,293.0785743,-27.8845304,0.06365740740740741
EPIC 213951550.01,,1.117027,0.1357,16.9,809.0,1.7808,0.27,0.88,5293.0,4.4905,286.85181,-27.7923145,44.70863181425595
EPIC 216111905.01,,3.0203,0.0375,5.6,809.0,5.16,1.265,0.88,5293.0,4.4905,281.3437097,-22.9402478,0.43472147598809147
EPIC 216166748.01,,19.68075,0.0497,2.55,809.0,4.32,1.079,0.88,5293.0,4.4905,291.9220368,-22.8406872,0.7005164499416171
EPIC 211625003.01,,0.530431,35.19653699999993,2.6,809.0,1.9608,1.49032,1.01,5666.31,4.09583,134.6789638,14.8859919,0.3051285074699408
EPIC 203294831.01,,1.859017,0.1357,64.0,809.0,3.21408,2.03,0.88,6842.0,4.01,239.8792061,-26.604366,0.10519486931151277
EPIC 212110007.01,,16.7004351,3.552,2.6,809.0,3.24,1.09979,0.83,5018.76,4.27453,133.3108723,22.2188747,0.6239485688930204
EPIC 212535959.01,,17.732736,0.1357,23.212,809.0,8.7,1.684,1.114,5650.0,4.03,207.9180889,-11.9692128,0.23327002147632075
EPIC 211645912.01,,10.6741,0.0354,1.86,809.0,3.768,0.9538,0.88,5293.0,4.4905,124.997024,15.1778665,1.014169902505178
EPIC 219480273.01,,26.4837,0.0201,1.98,809.0,6.048,1.378,0.88,5293.0,4.4905,288.169811,-16.6470643,0.3363063127302803
EPIC 210706310.01,,5.1718,0.1357,0.8891,809.0,2.7888,0.954,0.709,5941.0,4.328,59.3753688,18.4535477,0.8165844604525406
EPIC 201606542.01,,0.444372,0.1357,1.22,809.0,2.7888,0.82,0.88,5540.0,4.81,170.3118083,2.1443791,1.5960302375183184
EPIC 211158357.01,,0.3674722674,2.051,7.6,809.0,0.6020314999999999,0.231,0.88,5293.0,4.4905,57.9097129,25.479273582999987,71.39153706871701
EPIC 212330265.01,,4.174,0.1013,2.6,809.0,1.86288,0.539055,0.535304,3620.0,4.7034,208.3794531,-16.6597257,3.4174427867667676
EPIC 211342524.01,,14.449,9.1939,2.6,809.0,0.6020314999999999,1.68931,1.11,6016.0,4.02797,128.0987614,10.6772004,0.23024749824346852
EPIC 214630761.01,,1.236438,0.2554,50.0,809.0,2.4912,3.2,0.88,5293.0,4.4905,281.3499665,-26.0196009,0.026855468749999993
EPIC 212621075.01,,31.4782,0.1052,2.6,809.0,4.488,0.7556,0.88,5293.0,4.4905,198.2697369,-10.1126111,2.039890354371323
EPIC 220448185.01,,0.728639,0.1357,17.2,809.0,0.6020314999999999,0.69,0.88,5293.0,4.4905,23.3042282,5.6452094,2.6787698358340264
EPIC 212219881.01,,6.924808,0.9578,8.5,809.0,2.8536,0.795,0.88,5300.0,4.55,131.7746924,24.9394118,1.751383630384416
EPIC 220410754.01,,19.496649,0.1357,2.21599278,809.0,2.7888,1.155241,0.88,5758.0,4.22,15.435753,4.9254702,0.570774931711144
EPIC 210801536.01,,0.8925,0.0162,2.7,809.0,1.992,2.0,0.88,5293.0,4.4905,52.818831,19.8913826,0.11
EPIC 206262341.01,,36.9321,0.0856,2.98,809.0,6.1032,0.955,0.88,5293.0,4.4905,338.0516437,-8.8033651,1.0103516554769745
EPIC 218695436.01,,1.549318,3.789,42.6,809.0,4.0176,1.67,0.88,5293.0,4.4905,290.3330112,-18.3290391,0.18894406675909184
EPIC 211705654.01,,2.5331,0.17,2.6,809.0,2.7888,1.54022,0.91,5301.32,4.02194,131.2734657,15.9899642,0.24905376812904179
EPIC 210659688.01,,2.35771,0.1357,3.0,809.0,0.6020314999999999,0.267,0.88,3655.0,4.990989999999999,55.5807493,17.8002937,46.23266071641815
EPIC 211428897.01,,1.611,0.0517,2.6,809.0,1.05888,0.409602,0.402278,3511.0,4.81787,128.8572472,12.075397,5.853829604361166
EPIC 211649214.01,,3.78795,0.4851,2.6,809.0,1.6512,4.182,0.88,5126.0,3.5776933,133.1040583,15.223561,0.01203179951540748
EPIC 201127519.01,,6.178369,0.1357,9.91257877,809.0,2.7888,0.789478,0.88,5015.0,4.67,181.3718091,-5.8482738,1.7883914109612653
EPIC 211724246.01,,4.7464962,0.1357,11.6,1775.0,2.7888,2.1,1.5,6486.0,3.97,131.1913594,16.2436537,0.16196954972465175
EPIC 201654498.01,,18.4502,0.085,2.52,809.0,3.72,0.717,0.88,5293.0,4.4905,171.517647,2.8867875,2.3874000858481943
EPIC 212066805.01,,0.816734,0.5075,2.6,809.0,1.212,1.79519,1.245,6318.08,4.02502,127.7771249,21.3980052,0.2151979303990457
EPIC 210598340.01,,3.73478175,1.239,2.6,809.0,5.781,2.27759,1.32,6477.43,3.84369,56.8687464,16.9416013,0.11172420916906081
EPIC 211428897.02,,2.177846,0.1357,1.2,809.0,1.2888,0.56,0.88,5293.0,4.4905,128.8572472,12.075397,5.010932944606413
EPIC 212435047.01,,1.115563,0.01969,1.29,809.0,2.04,0.98,0.88,5293.0,4.4905,202.1307681,-14.1262594,0.9349845727545496
EPIC 250001426.01,,1.705,0.056,2.6,809.0,2.7888,0.8640925,0.88,5293.0,4.4905,236.6759133,-15.4472232,1.3639610395866055
EPIC 212150006.01,,0.898312,0.1357,32.0,809.0,0.6020314999999999,0.79,0.88,5293.0,4.4905,128.1695507,23.0320039,1.784848663087504
EPIC 212883391.01,,9.668373,0.1357,2.628,809.0,2.3,0.817,0.826,5368.0,4.527,202.8286729,-2.5793876,1.5146555402002206
EPIC 210956385.01,,56.6205,0.7187,7.68,809.0,5.736,0.904,0.88,5293.0,4.4905,57.4807753,22.2843374,1.191179966414789
EPIC 248527709.02,,10.472764,0.1357,2.354,809.0,3.1,0.726,0.802,4256.0,4.623,153.3500149,3.9601293,2.095870795847822
EPIC 206500801.01,,8.15306759,2.292,2.6,809.0,4.477,1.71199,0.95,5445.0,3.94879,334.492397,-4.8647054,0.18933021784082676
EPIC 209286622.01,,6.71694,0.1357,39.0,809.0,3.37992,0.82,0.88,5267.0,4.549,93.9180397,24.3666198,1.5960302375183184
EPIC 210401157.01,,1.31559,0.1357,78.98999999999978,809.0,1.8696,2.3,0.88,6721.0,3.87,59.3662764,13.4936805,0.0723267855675187
EPIC 206315178.01,,0.3674722674,1.593,11.9,809.0,0.8184,0.944,0.88,5293.0,4.4905,337.7112373,-8.0057126,1.0460843124175307
EPIC 206417197.01,,0.442094,0.1357,1.16,809.0,2.7888,0.77,0.88,5007.0,4.587,337.1335977,-6.3475875,1.9275715008553598
EPIC 206417197.01,,0.442185,0.0291,2.02,809.0,1.56,0.754,0.88,5293.0,4.4905,337.1335977,-6.3475875,2.052903969836645
EPIC 210513446.01,,1.14907861,2.624,2.6,809.0,1.856,1.00567,0.88,5324.24,4.4905,58.0186639,15.6353741,0.8651993556258845
EPIC 210625740.01,,2.38669,0.1357,3.5,809.0,0.8904,0.29,0.88,3676.0,4.99,61.0019418,17.3280323,36.081840173848875
EPIC 210935498.01,,1.1829266,1.5889,29.0,809.0,2.1168,1.51,0.88,5293.0,4.4905,58.3331051,21.9516663,0.2555946918791467
EPIC 210954046.01,,0.950356,0.1357,6.94,809.0,2.7888,0.94,0.88,6125.0,3.5776933,60.9037642,22.2491134,1.059495487512401
EPIC 211002562.01,,3.347872,1.3334,28.1,809.0,3.7248,2.2,0.88,5293.0,4.4905,52.2140799,23.0155211,0.08264462809917353
EPIC 211201576.01,,5.88165,0.0323,2.58,809.0,3.528,1.37,0.88,5293.0,4.4905,59.874235,25.479273582999987,0.3422322800486747
EPIC 211305568.01,,11.55059,0.1357,1.98,809.0,2.7888,0.469901,0.467536,3677.0,4.76387,133.1218879,9.9628828,4.506049405898651
EPIC 211335816.01,,4.99,0.1907,2.6,809.0,0.86208,1.63356,1.21,6242.0,4.09458,126.6240426,10.5553705,0.27757484029996843
EPIC 211336616.01,,44.13,0.0427,2.6,809.0,4.63488,5.866196499999953,0.88,4865.94,4.4905,132.4267042,10.570534,0.004359260806157436
EPIC 211342524.01,,14.448987,3.8361,78.98999999999978,809.0,3.7632,1.739,0.88,5293.0,4.4905,128.0987614,10.6772004,0.16733389730320428
EPIC 215938010.01,,1.151471,0.1357,12.4,809.0,0.6020314999999999,1.64,0.88,5293.0,4.4905,291.401691,-23.2608974,0.1995037796897898
EPIC 211910237.01,,1.108972,3.7369,2.6,809.0,1.824,0.8640925,0.88,5293.0,4.4905,137.0946427,18.8794251,1.3639610395866055
EPIC 211621961.01,,11.078847,12.1654,2.6,809.0,10.79903999999998,1.9631,0.88,5162.0,4.4905,131.7169885,14.8421191,0.11632027037353246
EPIC 211721325.01,,1.052364,34.8537,2.6,809.0,2.8296,1.1112,0.87,5157.0,4.286,132.4889642,16.2036359,0.6340778091511852
EPIC 210414957.01,,0.96997227,0.549,2.6,809.0,2.191,0.8640925,0.88,5401.0,4.4905,64.3252762,13.8048326,1.3639610395866055
EPIC 212159514.01,,0.545702,0.0532,2.6,809.0,1.9152,4.752,0.88,5330.0,3.5776933,133.2271026,23.2428226,0.00820074629153068
EPIC 212772113.01,,8.95366,0.142,3.32,809.0,0.8952,0.841,0.88,5293.0,4.4905,203.2217521,-6.3569355,1.479430898103607
EPIC 212495601.01,,21.677,0.0605,2.6,809.0,4.53408,0.968677,1.03,5751.0,4.47855,198.9124602,-12.8270262,1.1331835474664342
EPIC 205205452.01,,28.8077,0.853,2.08,809.0,2.184,0.215,0.88,5293.0,4.4905,250.7570798,-18.8713241,88.54566264605633
EPIC 246429728.01,,11.416439,0.1357,3.034,809.0,2.0,0.451,0.496,3668.0,4.826,350.1831527,-0.0590058,5.406946231876823
EPIC 212645891.01,,0.3674722674,0.235,2.6,809.0,1.006,1.10379,1.04,5793.0,4.36933,210.272978,-9.5402384,0.7733462318932747
EPIC 211733267.01,,8.658168,0.1357,17.16037834,809.0,2.7888,0.818973,0.88,5319.0,4.55,130.0093645,16.3723455,1.6020420818251409
EPIC 202126884.01,,5.319075,0.7124,20.0,809.0,6.756,2.28,0.88,5293.0,4.4905,96.679195,25.2050015,0.07424686678222181
EPIC 215714765.01,,6.689131,1.728,29.9,809.0,2.46,1.011,0.88,5293.0,4.4905,293.9234664,-23.678453,0.8515873575280202
EPIC 212002525.01,,11.6158,8.83,2.6,809.0,2.7888,0.339085,0.32159,3189.0,4.88475,129.9249754,20.2958096,8.248534597431298
EPIC 203476597.01,,1.4408,1.64,2.6,809.0,2.7888,1.58859,0.88,4154.0,4.4905,246.4912542,-26.0104676,0.2195064059635236
EPIC 220436208.01,,5.23587,0.1336,4.86,809.0,3.672,1.248,0.88,5293.0,4.4905,12.2361482,5.4164335,0.4527296271009289
EPIC 212393193.01,,14.452,0.0331,2.6,809.0,2.958,1.11514,1.24,6318.0,4.43683,210.5470248,-15.069495,0.8941976054203764
EPIC 212210390.01,,12.886147,6.2814,2.6,809.0,2.7864,0.805017,0.84,5033.0,4.55074,132.9302232,24.6172215,1.6101418233879916
EPIC 206476150.01,,12.19649,0.0387,2.23,809.0,1.9272,1.062,0.88,5293.0,4.4905,339.8224026,-5.3446412,0.7346984471300075
EPIC 203294831.01,,1.8590179,4.44,30.5,809.0,3.36,1.33,0.88,6244.0,4.4905,239.8792061,-26.604366,0.3740483551011056
EPIC 205029914.01,,4.9815,0.05902,2.39,809.0,3.828,0.92,0.88,5293.0,4.4905,249.0251664,-19.7445289,1.1301060244924797
EPIC 220443340.01,,6.80111,0.415,1.96,809.0,1.176,0.291,0.88,5293.0,4.4905,16.9728645,5.5508114,35.71113924986562
EPIC 212661144.01,,2.45840745,0.063,2.6,809.0,1.097,0.926086,0.97,5528.0,4.49154,209.2333019,-9.1875616,1.2212871221370285
EPIC 206329937.01,,10.49927,0.0575,1.43,809.0,2.784,0.599,0.88,5293.0,4.4905,337.6528983,-7.7723921,4.094512534766192
EPIC 215739094.01,,3.6322288,1.3613,32.2,809.0,7.2096,2.67,0.88,5293.0,4.4905,289.1922258,-23.6324752,0.04623266071641816
EPIC 211572511.01,,10.39528014,0.019,2.6,809.0,4.442,0.8881,1.019,5714.27,4.54932,126.5215592,14.1571938,1.454750696591175
EPIC 203868608.01,,4.5417,7.19,2.6,809.0,2.7888,0.641751,0.620907,3092.03,4.61636,244.3290388,-24.6219639,2.3492373328312035
EPIC 211631538.01,,5.513327,0.2119,3.9,809.0,0.9264,0.77,0.88,5020.0,4.562,132.3424454,14.9783604,1.9275715008553598
EPIC 216387101.01,,9.761854,0.1357,3.4422482,809.0,2.7888,1.770928,0.88,5529.0,3.91,284.0130886,-22.4396719,0.15844551789381972
EPIC 220299658.01,,21.98131,0.1357,78.98999999999978,809.0,4.6,5.866196499999953,1.077,4491.0,3.5776933,18.877718,2.6223599,0.005335140782081317
EPIC 228974907.01,,20.84919,0.015000999999999999,3.01,1349.0,4.9992,2.37225,1.6,7055.639999999992,4.08394,187.5813965,-1.9426386,0.11985015960822082
EPIC 210629082.01,,27.353103,0.1357,3.05048319,809.0,2.7888,1.448467,0.88,6148.0,4.15,57.2668796,17.3754864,0.28957219383377897
EPIC 201717274.01,,3.52725,0.199,1.21,809.0,1.68,0.257,0.88,5293.0,4.4905,173.8276491,3.9340165,51.842185553432714
EPIC 206114630.01,,7.445026,0.1357,2.2805044,809.0,2.7888,0.825169,0.88,5277.0,4.65,330.330489,-11.7244144,1.5662243085194631
EPIC 212012387.01,,3.244126,35.19653699999993,2.6,809.0,3.8616,0.987047,0.67,4274.11,4.27547,133.2789525,20.4588868,0.6967248553923329
EPIC 218973982.01,,4.88451,1.647,16.1,809.0,3.0,0.73,0.88,5293.0,4.4905,288.9107894,-17.7975944,2.262111938552814
EPIC 201626686.01,,5.28081,0.1357,10.9,809.0,3.26904,3.01,0.88,6227.0,3.676,169.4469645,2.4560803,0.03226882749491849
EPIC 203623230.01,,2.54427583,0.015000999999999999,2.6,809.0,2.146,3.23826,1.6,7055.639999999992,3.71913,252.2223357,-25.5079566,0.04711778180051486
EPIC 212679181.01,,1.054604,0.0658,0.824,809.0,0.6020314999999999,0.3,0.88,5293.0,4.4905,201.7367736,-8.7634221,32.592592592592595
EPIC 211914445.01,,1.810718,0.1366,2.6,809.0,2.4048,1.178,0.88,5680.0,4.257,130.4242801,18.9412786,0.5383277911100638
EPIC 220410754.01,,19.4989,0.0402,2.32,809.0,4.608,1.085,0.88,5293.0,4.4905,15.435753,4.9254702,0.6889591266190418
EPIC 206047055.01,,4.1029,0.015000999999999999,2.28,809.0,5.088,1.98,0.88,5293.0,4.4905,339.0346995,-13.5006049,0.1133671167341201
EPIC 205652650.01,,5.07152,0.216,3.2,809.0,2.04,0.426,0.88,5293.0,4.4905,245.0549931,-16.0690381,11.382925012290972
EPIC 211733267.01,,8.657975,0.6106,2.6,809.0,0.984,0.891,0.88,5370.0,4.45,130.0093645,16.3723455,1.244083585559617
EPIC 211428897.02,,2.178008,0.0453,0.77002,809.0,1.2768,0.299,0.88,5293.0,4.4905,128.8572472,12.075397,32.920703489994864
EPIC 218332621.01,,9.811589,0.1357,4.253,809.0,4.4,1.882,1.506,5953.0,4.066,282.116081,-18.9933747,0.22592594867965043
EPIC 201779067.01,,27.242912,3.7,18.8,809.0,6.56,0.9,0.88,5547.0,4.4905,168.5427766,4.9881156,1.2071330589849107
EPIC 202126887.01,,12.866539,3.01,22.3,809.0,3.02,1.18,0.88,6066.0,4.4905,99.3805518,25.479273582999987,0.5355951679577757
EPIC 204432860.01,,2.8742,0.73,2.6,809.0,2.7888,1.41662,0.88,3648.0,4.4905,240.5015904,-22.3567255,0.3095441247532627
EPIC 211543616.01,,1.518232,35.19653699999993,2.6,809.0,3.0816,1.209,0.88,5510.0,4.237,131.473165,13.752736,0.49797067640707715
EPIC 211718105.01,,2.958763,17.698,2.6,809.0,5.7864,2.34828,1.08,5935.86,3.72999,130.1344144,16.1591838,0.0834015491616842
EPIC 206135170.01,,2.59824,0.87,7.7,809.0,1.044,0.788,0.88,5293.0,4.4905,330.2420155,-11.1796342,1.79847340345592
EPIC 250106132.01,,22.122365,0.1357,3.715,809.0,4.0,0.969,1.122,5393.0,4.517,236.4460428,-14.2076757,1.2331659534763484
EPIC 249239123.01,,5.116834,0.1357,31.682,809.0,4.9,1.591,1.061,6983.0,4.06,231.2721281,-25.1655114,0.26345402920658967
EPIC 219114906.01,,1.81053,0.0326,1.024,809.0,1.68,0.543,0.88,5293.0,4.4905,286.3115516,-17.4933728,5.496461412495518
K2-51 b,,13.00819,1.2279,20.1,809.0,5.3952,1.76,0.88,5293.0,4.4905,246.8110909,-27.9571047,0.16141528925619836
EPIC 202710713.01,,3.3262396,0.101,1.16,809.0,5.81,0.33,0.88,3404.0,4.4905,244.0668921,-28.188578156000002,24.48729721456994
EPIC 201717159.01,,0.60408352,0.0963,2.26,809.0,0.97,0.67,0.88,4331.0,4.4905,178.4363057,3.9322038,2.925891815150134
EPIC 205969319.01,,6.4756,0.0174,1.85,809.0,3.48,1.339,0.88,5293.0,4.4905,336.34701,-15.7509357,0.36655651353244445
EPIC 211863149.01,,2.61299,0.2779,2.6,809.0,6.6624,0.458,0.88,3520.0,4.798,132.5155053,18.2002339,9.159805209247839
EPIC 205029914.01,,4.981838,0.1357,2.39347065,809.0,2.7888,0.978267,0.88,5774.0,4.37,249.0251664,-19.7445289,0.9399623560318086
EPIC 203294831.01,,1.85872487,4.143,2.6,809.0,3.213,2.01889,1.11,6015.0,3.87316,239.8792061,-26.604366,0.1348916317116731
EPIC 212703473.01,,6.789076,0.1357,1.60793495,809.0,2.7888,0.978493,0.88,5758.0,4.46,201.2364742,-8.1717857,0.9393112044196222
EPIC 201152065.01,,10.6966,0.0557,1.45,809.0,3.24,0.588,0.88,5293.0,4.4905,173.0432884,-5.2471672,4.328632281271063
EPIC 212572439.01,,2.58166013,0.499,2.6,809.0,1.911,0.86975,0.83,4998.0,4.47836,204.4397379,-11.1925496,1.2615218589060526
EPIC 201160662.01,,1.5374115,1.4564,45.0,809.0,2.3808,1.599,0.88,5293.0,4.4905,174.9978388,-5.0404536,0.21524708609630214
EPIC 211631904.01,,0.884004,35.19653699999993,2.6,809.0,2.1168,0.742353,0.86,5119.55,4.63135,130.1753375,14.9839274,2.1021661926280597
EPIC 201650711.01,,0.3674722674,0.1357,0.77002,809.0,2.7888,0.69,0.88,4340.0,4.25,172.0443891,2.8267296,2.6787698358340264
EPIC 211831378.01,,3.48928,0.1357,0.91,809.0,2.7888,0.682132,0.650711,3742.0,4.58372,126.1375509,17.7619577,2.0501369723250193
EPIC 204057095.01,,23.21037,0.4533,15.3,809.0,2.4408,1.207,0.88,5293.0,4.4905,242.7532415,-23.840347,0.5004501939049154
EPIC 251353301.01,,0.504475,8.7373,2.6,809.0,1.8528,1.35063,1.53,6963.0,4.36169,139.6565309,21.3558369,0.6209866372590173
EPIC 211431013.01,,3.102398,11.6056,2.6,809.0,6.18,1.85351,0.96,5483.32,3.88435,133.0570679,12.1094069,0.150760105484674
EPIC 210789323.01,,29.12555,0.1357,78.98999999999978,809.0,2.74704,3.9,0.88,4936.0,3.5776933,55.4536223,19.7060261,0.014835044420843239
EPIC 220666631.01,,31.9761,0.0653,3.92,809.0,5.928,1.461,0.88,5293.0,4.4905,15.5229242,10.5925016,0.28218376542983753
EPIC 217393088.01,,1.319474,0.1357,16.6,809.0,3.1296,1.54,0.88,5293.0,4.4905,289.4391342,-20.6543778,0.24094643760691997
EPIC 211754962.01,,3.41052823,0.06,2.6,809.0,2.124,0.674996,0.64555,3985.0,4.5894,124.0293742,16.6771082,2.0990669359929695
EPIC 220477223.01,,4.684559,0.1357,4.757,809.0,2.9,1.184,0.901,5829.0,4.244,16.643421,6.2494097,0.5428373026400214
EPIC 210933299.01,,8.4044,0.144,1.24,809.0,2.256,0.307,0.88,5293.0,4.4905,56.7378347,21.9166625,30.41358010589663
EPIC 246325464.01,,3.379516,0.1357,4.742,809.0,2.1,0.741,0.767,4940.0,4.585,351.0241094,-2.5555671,1.8851275482091816
EPIC 203849738.01,,0.6199,2.52,2.6,809.0,2.7888,0.596423,0.585161,3092.03,4.65423,242.4702944,-24.6983209,2.7581140760797567
EPIC 206543223.01,,17.81188,0.1357,21.6,809.0,3.12,0.93,0.88,5554.0,4.494,336.0111971,-3.9544253,1.0940415760663484
EPIC 212039539.01,,2.22982,24.7831,2.6,809.0,5.34,2.26072,1.6,7055.639999999992,3.95746,127.8582411,20.9166323,0.13847763997558754
EPIC 215353525.01,,0.9085915,0.845,23.1,809.0,1.9176,0.95,0.88,5293.0,4.4905,294.0772945,-24.396431,1.026388686397434
EPIC 212182233.01,,0.751394,35.19653699999993,2.6,809.0,1.9608,1.27317,0.96,5480.0,4.21057,130.9328783,23.7965421,0.4651703692867472
EPIC 212865617.01,,7.535783,0.1357,3.131,809.0,2.3,0.659,1.6,3990.0,4.718,206.717132,-3.314273,5.590668467108834
EPIC 202092559.01,,0.6687,0.015000999999999999,2.22,809.0,2.16,1.942,0.88,5293.0,4.4905,104.4368858,24.2657613,0.12015310419733669
EPIC 205152172.01,,0.97988263,0.042,2.6,809.0,1.427,0.701061,0.664242,4063.0,4.56888,245.1798804,-19.1443126,1.9277863842372411
EPIC 210564155.01,,4.86406,0.1357,1.09,809.0,2.7888,0.298809,0.27526,3407.0,4.92702,60.4636158,16.4328519,10.317205553173633
EPIC 201606542.01,,0.44433632,0.015000999999999999,1.01,809.0,0.72,0.8,0.88,5208.0,4.4905,170.3118083,2.1443791,1.7187499999999996
EPIC 249559552.01,,7.815366,0.1357,2.403,809.0,2.9,0.755,0.994,4884.0,4.676,231.0747251,-20.9992293,2.3096465793442893
EPIC 203753577.01,,3.400858,0.3404,14.1,809.0,2.28,0.983,0.88,5293.0,4.4905,252.8617981,-25.0535105,0.9264502837241887
EPIC 201828749.01,,33.5107,0.1357,2.14,809.0,5.2896,0.896,0.88,5683.0,4.5,175.6541539,5.8942286,1.2233723009293
EPIC 202139294.01,,0.5217136,1.4286,78.98999999999978,809.0,4.0152,5.866196499999953,0.88,5293.0,4.4905,92.5914383,25.479273582999987,0.004359260806157436
EPIC 211413463.01,,3.25182,0.1357,33.2,809.0,2.7192,0.63,0.88,5293.0,4.4905,128.9148087,11.8435177,3.5193383643874947
EPIC 205224877.01,,3.75927,0.361,68.0,809.0,1.608,5.866196499999953,0.88,5293.0,4.4905,245.2698986,-18.7691674,0.004359260806157436
EPIC 202710713.01,,3.32592848,0.091,2.6,809.0,4.655,5.866196499999953,0.88,4017.0,4.4905,244.0668921,-28.188578156000002,0.004359260806157436
EPIC 202089657.01,,1.314437,0.1357,3.09990986,809.0,2.7888,1.472064,0.88,6009.0,4.09,91.4535759,23.4845208,0.2758688066835349
EPIC 211087003.02,,28.29213,0.127,3.55,809.0,4.464,0.96,0.88,5293.0,4.4905,59.3313141,24.3590848,0.9946469907407409
EPIC 220393791.01,,12.7256,0.0425,2.16,809.0,3.432,1.001,0.88,5293.0,4.4905,15.7219909,4.590852,0.8773652712131818
EPIC 212214592.01,,0.723102,5.8108,2.6,809.0,1.968,1.19162,1.07,5897.77,4.31518,131.5960511,24.7569414,0.6323687883551704
EPIC 212115388.01,,1.488249,4.8367,2.6,809.0,1.8144,0.982781,0.638,4080.0,4.25797,128.7020517,22.3253253,0.6721255789276649
